C. Autonoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Canarias,Las Palmas,Chalet,Leon y Castillo 293,625,5,1900000
Canarias,Las Palmas,Chalet,barrio Tafira,237,6,1100000
Canarias,Las Palmas,Piso,Calle Leon y Castillo 236,170,5,425000
Canarias,Las Palmas,Piso,Senador Castillo Olivares 57,124,4,530000
Canarias,Las Palmas,Piso,Calle Churruca 39,110,3,495000
Canarias,Las Palmas,Piso,Calle Virgen del Pilar 43,151,4,214000
Canarias,Las Palmas,Piso,Calle Manuel Gonzalez Martin s/n,41,4,350000
Canarias,Las Palmas,Duplex,Camilo Jose Cela 2,111,3,239000
Canarias,Las Palmas,Duplex,Calle Jose Gomez Bosch Doctor 1,91,3,295000
Canarias,Las Palmas,Chalet,Calle Datana,156,5,1090000
Canarias,Las Palmas,Arquitecto 3,828640287,76,2,Calle Jose Luis Jimenez
Canarias,Las Palmas,Piso,Calle Leon y Castillo 59,94,3,170000
Canarias,Las Palmas,Chalet,Calle Oceano Pacifico,178,5,995000
Canarias,Las Palmas,Chalet,Caserio Ayaguares,6490,3,1400000
Canarias,Las Palmas,Piso,Joaquin Costa s/n,94,3,357700
Canarias,Las Palmas,Piso,Calle los pinos,200,1,285000
Canarias,Las Palmas,Piso,Matias Padron,151,4,285900
Canarias,Las Palmas,Piso,Avenida Jose Mesa y Lopez 46,119,3,417000
Canarias,Las Palmas,Chalet,barrio Montana Roja,110,3,395000
Canarias,Las Palmas,Piso,Calle Pimentero Nardo Cocotero y Gardenia,155,4,252000
Canarias,Las Palmas,Casa Rural,Calle Tamaran 3,250,4,145000
Canarias,Las Palmas,Estudio,Calle de las Guayanas s/n s/n,60,0,150000
Canarias,Las Palmas,Piso,Calle Poeta Marcos Martin Artiles 10,82,2,149900
Canarias,Las Palmas,Duplex,Avenida de la Cornisa 6,25,2,239000
Canarias,Las Palmas,Piso,Avenida escaleritas,109,3,166000
Canarias,Las Palmas,Atico,Eduardo Benot,52,1,396000
Canarias,Las Palmas,Chalet,Jinamar,139,4,159900
Canarias,Las Palmas,Piso,Pascua 41,96,3,132000
Canarias,Las Palmas,Chalet,Calle Secundino Delgado,125,3,298500
