Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Calle Marqués de Mirasol,89900,3,91
Duplex,Calle San Andrés 5,110000,3,102
Chalet,Calle D Julio Fernández Sanguino,290000,4,150
Piso,Plaza Padre Juan de Mariana,159900,5,152
Ático,Avenida de los Artesanos,114900,1,58
Piso,Calle Carlos Barral,115000,4,148
Piso,PIO XII,54900,4,128
Casa Rural,Los Cigarrales-La Bastida,1375000,7,252
Piso,El Pilar - La Estación,59900,3,106
Piso,ARTESANOS,230000,4,145
Piso,SANTA AGUEDA 2,105000,3,107
Piso,Alferez Rojas,44900,3,96
Piso,Santa Bárbara,139900,4,134
Piso,RECODO DEL PINAR,204990,4,214
Piso,Calle Virgen de la Bienvenida,106990,3,89
Piso,Avenida DE EUROPA,429000,4,158
Casa Rural,Urbanización la Pozuela 523,650000,8,523
Chalet,Calle Francisco Ortiz,220000,3,107
Piso,Calle de Sixto Ramón Parro,184900,2,73
Duplex,Avenida de Castilla la Mancha,159990,2,82
Chalet,Los Cigarrales-La Bastida,700000,5,7500
Piso,Sta Mª de Benquerencia,93000,3,75
Chalet,Calle Luis Buñuel,284500,5,260
Chalet,Carretera Yeles,219500,5,875
Chalet,Calle Portiña de San Miguel,149900,4,128
Chalet,Calle de Enrique Granados,695000,4,153
Chalet,Calle Ankara,230000,4,325
Chalet,Cubas,185000,3,106
Chalet,Pepino,399900,7,290
Piso,Plaza tinajones,69900,3,120
Chalet,picasso,266100,4,199
Chalet,Camino del rio,256000,5,276
Ático,Calle Comuneros de Castilla,135578,2,36
Chalet,Calle la Estrella,159900,4,128
Piso,Calle Matadero 32,110000,3,112
Chalet,Calle Colón,199900,7,630
Piso,don quijote,74000,1,98
Piso,Calle Ciudad de Bron,112000,2,70
Chalet,CLAVEL s/n,57000,2,93
Piso,AÑO DE LA CIENCIA 98,110000,2,84
Piso,FUENSALIDA s/n,90000,3,95
Piso,Jose Luis Gallo,74900,4,131
Piso,CENTRO s/n,52000,1,52
Chalet,halcon,185000,5,177
Piso,Comuneros de Castilla,59900,3,83
Piso,CABEZA DEL MORO,64900,3,99
Chalet,Calle Camelias,295000,4,157
Chalet,Calle pilon,210000,4,180
Chalet,sierra de Gredos,175000,4,143
Chalet,Calle Borox,270000,3,225
Chalet,Alameda de la Sagra,245000,3,300
Chalet,URBANIZACION 123,206000,4,600
Piso,Calle Tejar,89900,3,106
Piso,ARROYO ABAJO 99,42123,2,67
Piso,Calle del Tejar,74900,2,63
Piso,Plaza Poeta Miguel Hernández s/n,73000,3,86
Piso,Avenida de pio xii,130000,4,150
Piso,Calle Francisco Herrera s/n,137900,2,77
Ático,Calle Francisco Herrera s/n,149500,1,44
Piso,Calle Francisco Herrera s/n,110500,1,47
Duplex,Camino de Palacio,135000,3,11
Chalet,Calle Faisan 51,125000,4,190
Duplex,EMPEDRADA,108000,2,11
Piso,Comuneros de Castilla,39900,2,61
Piso,Calle Arroyo Abajo,51000,3,106
Piso,Calle del Tejar,74900,2,69
Piso,El Pilar - La Estación,74900,2,62
Chalet,Camino de Huecas,179900,3,89
Piso,Calle Banderas de Castilla,109900,5,189
Chalet,Santa Cruz del Retamar,125000,4,175
Chalet,Cedillo del Condado,195000,4,152
Chalet,Calle Pepino 8,225000,6,769
Duplex,Olias del Rey,99600,2,78
Duplex,Calle CASTILLA LA MANCHA,98500,2,70
Chalet,Calle Halcon 18,185000,5,200
Chalet,Bargas,196000,4,300
Piso,CERERIA 25,103600,3,125
Chalet,Calle syrah 2,99900,4,180
Piso,SANTO DOMINGO 13,148900,2,100
Chalet,calvel s/n,59000,2,101
Piso,Santa Teresa-Vista Hermosa,207000,4,122
Piso,Avenida Río Ventalomar s/n,82500,3,86
Chalet,Puerta de Cuartos - Avda de Portugal,200000,4,135
Chalet,Cuesta PASCUALES,279900,13,323
Piso,ARROYO BAJO s/n,37500,1,49
Piso,Calle Doctor José Portero,125000,3,80
Chalet,Calle Guadamur,210000,6,248
Chalet,Los Cigarrales-La Bastida,690000,5,300
Piso,Calle Jabonerias,115000,3,108
Piso,DOCE DE OCTUBRE s/n,70500,3,115
Duplex,Plaza del caño nuevo,86900,3,109
Piso,Avenida Francisco Aguirre,125000,3,110
Piso,FRAY HERNANDO DE TALAVERA,115000,3,95
Chalet,Los Cigarrales-La Bastida,618000,8,5000
Chalet,Camino de la Noria Hurón,154900,3,128
Chalet,Calle Jesús Rojas,198000,5,174
Duplex,Casarrubios del Monte,108000,2,9
Duplex,Avenida Talavera de Perú,164000,5,180
Piso,Avenida General Villalba,139990,4,137
Chalet,Calle Petunias,249000,6,219
Duplex,Avenida DE EUROPA,514900,6,330
Chalet,Calle Villarrubia Rodrigo,224000,4,152
Chalet,Plaza Juan de Padilla,135000,4,145
Piso,Calle TIZIANO,198000,4,130
Piso,Centro,175000,4,133
Chalet,Señorío de Illescas,248900,3,143
Chalet,Santa Olalla,192000,3,422
Chalet,Avenida de alemania,198000,4,129
Chalet,Ajofrin,135000,3,218
