C. Autonoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Castilla y Leon,Soria,Piso,Zona Polideportivos Asperon - Mariano Vicen,120,3,189000
Castilla y Leon,Soria,Piso,La Florida - San Pedro,74,3,120000
Castilla y Leon,Soria,Piso,Centro,170,4,400000
Castilla y Leon,Soria,Casa Rural,Castilfrio de la Sierra,400,4,298000
Castilla y Leon,Soria,Piso,Centro,83,3,156000
Castilla y Leon,Soria,Piso,Avenida de Zaragoza 9,60,1,19000
Castilla y Leon,Soria,Chalet,Calle Collado,175,5,170000
Castilla y Leon,Soria,Chalet,Calle Bienestar,180,5,395000
Castilla y Leon,Soria,Piso,Centro,103,3,187000
Castilla y Leon,Soria,Chalet,Avenida Enr Leon 32,140,4,40000
Castilla y Leon,Soria,Chalet,Fuentelmonge,618,4,280000
Castilla y Leon,Soria,Piso,La Florida - San Pedro,151,4,170000
Castilla y Leon,Soria,Casa Rural,Barrio Arroyo,5,9,350000
Castilla y Leon,Soria,Piso,Avda de Valladolid,14,3,220000
Castilla y Leon,Soria,Piso,Molinos de Duero,14,2,105000
Castilla y Leon,Soria,Piso,La Florida - San Pedro,16,3,126000
Castilla y Leon,Soria,Piso,Calaveron - Pajaritos,84,3,180000
Castilla y Leon,Soria,Chalet,Golmayo,739,5,330000
Castilla y Leon,Soria,Piso,Zona Polideportivos Asperon - Mariano Vicen,90,3,165000
Castilla y Leon,Soria,Piso,Zona Polideportivos Asperon - Mariano Vicen,140,4,210000
Castilla y Leon,Soria,Atico,La Florida - San Pedro,150,4,349000
Castilla y Leon,Soria,Piso,Avda de Valladolid,105,4,264000
Castilla y Leon,Soria,Piso,Zona Polideportivos Asperon - Mariano Vicen,100,4,126000
Castilla y Leon,Soria,Chalet,Garray,200,4,224000
Castilla y Leon,Soria,Piso,Centro,71,2,69000
Castilla y Leon,Soria,Chalet,919386974,1300,49000,Monteagudo de las Vicarias
Castilla y Leon,Soria,Piso,Avda de Valladolid,73,3,75000
Castilla y Leon,Soria,Chalet,Golmayo,122,4,359000
Castilla y Leon,Soria,Piso,Calle SAN PEDRO 6,90,3,30000
Castilla y Leon,Soria,Piso,Calle LA FUENTE 14,73,2,50000
Castilla y Leon,Soria,Piso,Calle DE LOS DANZANTES 13,82,3,75000
Castilla y Leon,Soria,Piso,Centro,88,3,73000
Castilla y Leon,Soria,Chalet,Camino DE LA HORCAJADA 67,136,4,153000
Castilla y Leon,Soria,Chalet,Calle Real,144,4,93500
Castilla y Leon,Soria,Piso,Calle de Los Danzates 32,106,3,85000
Castilla y Leon,Soria,Piso,Calle PICOS DE URBION 9,95,3,49500
Castilla y Leon,Soria,Casa Rural,Calle Real,191,5,37000
Castilla y Leon,Soria,Casa Rural,Calle Horno 12,182,5,690000
Castilla y Leon,Soria,Chalet,Travesia Callejuelas,63,2,55000
Castilla y Leon,Soria,Piso,Calle Alberca 9,67,2,75000
Castilla y Leon,Soria,Piso,Calle V Centenario,102,3,50000
Castilla y Leon,Soria,Atico,Aduana Vieja 8,101,2,185000
Castilla y Leon,Soria,Piso,Avenida Duques de Soria 2,90,3,129000
Castilla y Leon,Soria,Piso,Calle Hermanos Pinzon 2,97,3,100000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,140,4,480000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,123,4,510000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,137,4,520000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,143,4,510000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,97,3,390000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,125,4,520000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,125,4,520000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,87,3,400000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,102,3,380000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,143,4,480000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,84,3,390000
Castilla y Leon,Soria,Piso,Plaza Mariano Granados s/n,93,3,400000
