Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Chalet,Saturno,299900,5,30
Piso,Pozo dulce,99900,2,65
Piso,Ruiz Morote,395000,3,114
Ático,feria,245000,2,70
Piso,Nuevo Parque,142000,3,103
Piso,Nuevo Parque,70000,1,52
Piso,Avenida de los descubrimientos,102100,2,100
Piso,Cruz del sur,112000,2,72
Piso,Ronda de Alarcos,130000,3,90
Chalet,Velilla del Jiloca,55000,3,60
Chalet,El Torreón - Los Ángeles - El Pilar,285000,5,160
Piso,CORAZON DE MARIA,110000,3,82
Piso,Centro - Plaza Mayor,95000,2,61
Piso,Santa María-Pio XII,134576,4,148
Piso,Postas,85000,4,126
Piso,Calle Pedrera Baja,85000,3,110
Piso,Calle Reyes,62000,2,80
Piso,Avenida Valdepeñas,103000,2,91
Piso,virgen de áfrica,93000,2,75
Piso,alvar gomez,110000,2,116
Piso,Calle Calatrava,149000,4,115
Piso,Calle LUZ,73000,3,109
Chalet,Calle Torralba,300000,4,258
Piso,Calle Libertad,115000,4,124
Duplex,Calle norte,125000,3,130
Piso,Avenida de los descubrimientos,147500,3,119
Piso,Calle Pedrera Baja,125000,4,120
Piso,Calle Refugio,127000,3,105
Duplex,Compas Santo Domingo s/n,212000,4,128
Piso,Plaza de Toros,83500,3,95
Piso,POLONIA,128000,3,118
Estudio,Clavel,43000,0,39
Chalet,Iglesia Santiago- El Perchel s/n,395000,4,100
Piso,moreria,79900,2,71
Chalet,La Guija,320000,4,143
Ático,Nuevo Hospital,290000,4,139
Chalet,Santa María-Pio XII,225000,3,92
Chalet,Plaza pioXII,194900,4,140
Piso,Calle real,99900,3,113
Chalet,parque atalaya,400000,3,50
Chalet,Camino CIUDAD JARDIN,215000,5,164
Piso,ABEN CANES,85000,3,105
Chalet,Larache,279000,3,105
Piso,Calle Del Carmen,51000,1,48
Piso,Avenida DEL MAR,129900,3,23
Piso,Calle pedrera baja,70000,1,56
Piso,Calle REYES,139500,3,92
Piso,Calle azucena,120000,4,147
Piso,Calle pedrera baja,79000,4,135
Duplex,garcia de loaysa,194500,3,158
Duplex,Calle Acera del Cristo,86650,3,86
Chalet,Villamayor de Calatrava,210000,5,3800
Piso,Calle Coruña,34600,3,101
Ático,Calle Santa Aurora,62000,2,30
Piso,Calle Gran Capitan,75000,3,101
Piso,Calle Piedralá,21000,3,112
Piso,Calle cordoba,69000,3,105
Piso,Calle Oriente,57000,3,99
Chalet,Bodega,69500,4,20
Piso,Vereda del Vicario,99000,2,71
Chalet,Rodriguez Marín,69000,4,158
Piso,Calle Alarcos,183000,3,5
Chalet,Calle RIO CORCOLES,105500,3,12
Piso,Calle los Molinos,53800,2,77
Piso,Paseo San Isidro,70000,3,85
Chalet,Calle Aranjuez Poblado,225000,5,1.200
Piso,Calle Cristo de Urda,55000,3,120
Piso,Calle de la Paloma,130000,6,145
Piso,Gran capitán 41,95000,3,119
Piso,Calle Nomenclator 28,75000,3,93
Chalet,Calle de La Manga del Mar Menor s/n,250000,4,120
Piso,Calle Alejandro Prieto 2,29000,3,96
Piso,Paseo San Gregorio,135000,4,147
Piso,Benavente,134000,3,111
Chalet,Calle Uruguay,87400,5,199
Piso,Sagunto,73000,3,9
Piso,Juan Bravo,85000,3,116
Piso,Pardo Bazán,86000,3,100
Piso,Nuevo Parque,110000,2,59
Piso,Calle Iglesia,73500,3,90
Piso,Calle Iglesia,73500,3,90
Piso,Sagunto,73000,3,9
Piso,Calle Goya,55000,3,90
Piso,Calle estación via crucis,105000,2,80
Chalet,Porzuna,170000,6,751
Piso,Santa María-Pio XII,65000,1,42
Chalet,cuatro caminos 25,118900,4,222
Piso,Cánovas del Castillo,67900,3,93
Chalet,coscoja,258900,5,210
Piso,pintor Antonio Fernández molina,84900,3,91
Chalet,Calle zanja,97900,4,170
Piso,Avenida MAR CANTABRICO,170900,4,133
Chalet,Calle Maestro Don Hermógenes Rodríguez,121900,5,190
Piso,Calle Alamillo Alto s/n,69000,3,110
Piso,Calle de la Mata,140000,4,127
Piso,Vicente Alexandre,89000,4,120
Casa Rural,Carretera Fuensanta,840000,4,12.772
Piso,Calle Polonia,115000,3,84
Casa Rural,Vía,299000,6,18.250
Piso,Calle Astillejos,80000,2,71
Piso,Camino Sancho Rey 18,126999,2,77
Chalet,FRAY HERNANDO DE CIUDAD REAL,280000,4,250
Piso,Calle alonso céspedes de guzman 11,167500,2,68
Chalet,Almodovar del Campo,250000,4,70
Chalet,oasis,94900,2,53
Piso,LIBERTAD,132999,4,148
Chalet,Tomelloso,99000,3,11
Piso,La Morería,170000,4,136
Chalet,Miguelturra,120000,4,128
Chalet,Alcolea de Calatrava,185000,4,124
Chalet,Tomelloso,90000,4,194
Estudio,Calle ALFONSO X EL SABIO,105000,0,95
Ático,Tomelloso,55000,1,60
Chalet,Calle Monte 69,68000,4,155
Duplex,Calle PAQUITO LEON s/n,51000,2,74
Piso,Calle DONANTES DE SANGRE 2,69900,3,98
Chalet,Plaza mayor 1,199000,7,600
Chalet,Avenida Virgen de las Viñas,31800,3,112
Chalet,SANTO DOMINGO,109000,4,122
Chalet,Calle Virgen del Carmen,380000,10,547
Chalet,Calle mestanza,55000,2,115
Piso,Calle LOS MOLINOS,82900,4,136
Chalet,Calle Virgen del Carmen,380000,10,497
Chalet,Zorrilla,42000,4,54
Chalet,Calle Coruña,160000,5,1216
Duplex,Galicia,88540,2,71
Chalet,Valdepeñas,114000,4,30
Chalet,Calle Peñalva,200000,3,118
Chalet,Santa María de la Cabeza,80000,4,151
Piso,Valdepeñas,150000,4,137
Duplex,General Aguilera,20000,2,69
Piso,Calle Eloy Muñoz,46800,2,62
Chalet,Calle Zaragoza,57000,3,35
Chalet,Brazatortas,71000,1,74
Piso,Calle bailen,21000,3,95
Ático,Calle Socuellamos,120000,3,15
Piso,Calle Campo,55000,2,76
Piso,Calle Velez,80000,4,118
Piso,El Perchel,105000,4,158
Chalet,Abenojar,35000,2,73
Duplex,Ábrego,49000,2,70
Piso,Calle Torillo,55000,3,85
Chalet,Travesía de Don Tiburcio,45000,4,138
Piso,Calle cristo,59100,3,96
Chalet,Calle Trillo,129000,3,100
Chalet,Calle prim,42000,3,97
Chalet,Argentina,55200,3,82
Duplex,Camino Sancho Rey,157000,3,124
Ático,Paseo SAN GREGORIO,85000,3,19
Piso,Paseo San Gregorio,65000,4,156
Chalet,Calle Madre Josefa,19400,3,117
Chalet,Travesía TRAVESÍA GOYA,75700,3,114
Piso,Calle Cervantes,48500,3,56
Duplex,Calle torillo,69000,3,128
Chalet,CARMEN,38750,4,122
Piso,ALEJANDRO PRIETO,29000,3,82
Piso,Colle Goya,35000,3,115
Chalet,Calle Castilla La Mancha,126000,4,149
Piso,Calle San Roque,53000,3,104
Chalet,Travesía CASTELLANOS,47000,5,45
Chalet,Carretera Puertollano,140000,3,200
Chalet,Calle Castilla La Mancha,126000,4,132
Piso,Calle Cooperación,42000,3,75
Chalet,Avenida ROMA,145000,4,296
Piso,Conde de la Cañada,73000,2,75
