Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Chalet,Paseo Santa María de la Cabeza,349900,5,1.90
Piso,Calle Banderas de Castilla 11,245000,3,119
Chalet,Carretera Burgohondo,599000,7,2800
Chalet,Calle Gloria fuerte 37  39,514500,4,134
Piso,Calle Capitán Méndez Vigo 66,116000,3,116
Chalet,Paseo Santa María de la Cabeza,359900,4,130
Piso,Calle Agustín Rodríguez Sahagún,169900,3,120
Chalet,Calle Sevilla 6,129900,3,91
Chalet,Calle Barrio de Salamanca,59900,3,93
Chalet,Calle Pinar,99000,3,92
Chalet,Calle Losar,129900,3,83
Chalet,Calle Cardenal Cisneros,269900,3,462
Piso,Calle Soria 15,63000,1,51
Piso,Calle Alfonso de Montalvo,159000,3,90
Piso,Calle Valle del Tiétar,135000,4,153
Chalet,Calle Guadarrama 2,129900,3,114
Chalet,Calle Brujas 8,119000,3,84
Chalet,Calle Publica,180000,2,61
Casa Rural,Calle El Túnel,59000,3,112
Chalet,Calle Pinar,90000,2,78
Chalet,Calle Calzada 14,75000,5,172
Chalet,Hervencias,225000,3,98
Piso,Plaza José Tome 2,188000,4,185
Piso,Calle de Eduardo Marquina 29,182000,2,72
Chalet,Calle Alicante 15 P,349000,3,25
Piso,Avenida de la Juventud,177900,4,130
Piso,Avenida Patrimonio de la Humanidad 6,139000,3,103
Chalet,Calle Rio Sequillo 13,279000,5,199
Chalet,Cerro San Mateo 54,650000,6,215
Piso,Calle de Virreina María Dávila 1,440000,6,230
Duplex,Calle Banderas de Castilla 1,300000,4,13
Chalet,Calle Países Bajos 22,305000,5,166
Chalet,ATENAS,125000,3,330
Chalet,Travesía Santo Tomé,134900,4,143
Piso,Calle Pintor Chicharro,49900,3,98
Piso,Avenida Herradon,39000,3,3
Casa Rural,TIETAR 14,149000,5,161
Piso,Calle Ancha del Cucadero,88900,3,85
Piso,Plaza Ejército 7,139900,3,105
Chalet,Avenida Doctor Rodríguez Miñón 99,183500,4,157
Piso,Plaza de Italia,110000,2,63
Chalet,Calle Romero,368000,4,324
Piso,Avenida Portugal,149950,4,106
Piso,Calle Capitán Méndez Vigo,65000,3,90
Chalet,CANTO LA VIRGEN,160000,4,157
Chalet,Urbanizacion las villas,136000,4,151
Chalet,Avenida de la Constitución,112500,4,142
Piso,Calle Padre Victoriano Rodríguez,90000,3,101
Chalet,Travesía las Malenas,160000,3,108
Piso,Calle Coladilla,80000,4,132
Chalet,Cebreros,159000,4,273
Piso,Sonsoles,219900,4,131
Chalet,Jara 2,320000,5,364
Chalet,Calle Molino Abajo,157500,5,198
Chalet,ARENA,190000,4,136
Casa Rural,arena,190000,4,153
Casa Rural,el Guijo de Casavieja,590000,2,70
Casa Rural,Plaza PLAZA,380000,8,354
Chalet,Tenerife,140000,6,206
Chalet,Prosperidad,69900,2,74
Chalet,Calle de La Loma,285000,5,14.000
Piso,Calle Capitán Peñas 42,150000,3,85
Piso,Calle de la Rampa,42000,3,97
Chalet,Puente del Arco 157,495000,4,8.200
Piso,Calle David Herrero,120000,3,85
Piso,Teodoro Sacristán 12,93000,4,141
Chalet,Avenida Portugal,65000,4,154
Chalet,del Palancar,580000,5,176
Casa Rural,Calle Iglesia,80000,5,184
Chalet,Avenida Portugal,65000,4,147
Piso,Calle Marqués de Benavites,145000,1,44
 211,623515017,Calle CIRCULAR 1,211,495
Chalet,Calle Ciervo 29,124900,3,85
Chalet,Calle Países Bajos,289900,4,132
Chalet,Calle Alicante 16 P,345000,3,25
Piso,Teodoro Sacristán,85000,3,26
Chalet,Urbanización Rajuelos de Abajo,278000,5,800
Piso,Vereda de las Mozas 10,129000,1,20
Chalet,Urbanización la Cerca s/n,145000,3,94
Piso,Tejares,139000,4,101
Chalet,Calle el Prado,116000,3,6.40
Ático,Calle Cantero Juan de Mondragón 1,190000,4,134
Casa Rural,Fresnedilla,380000,8,370
Piso,Travesía de Cobaleda 6,117000,3,91
Piso,Plaza de los Sauces 3,58000,1,53
Casa Rural,Casavieja,590000,2,62
Chalet,Poligono 1,860000,5,181
Piso,Calle Duque de Alba 4,110000,5,184
Piso,Calle Duque de Alba 4,90000,5,194
Chalet,Avenida Maello s/n,160000,3,107
Chalet,Plaza San Andrés,44000,2,65
Piso,Calle Doctor Fleming,248000,4,158
Piso,Calle Vallespín,135000,3,108
Chalet,Carretera Casillas 109,169000,3,88
Piso,Calle David Herrero,89000,3,94
Chalet,TENERIFE,140000,6,227
Piso,Calle Pintor Chicharro,95000,2,65
Piso,Avenida de los Derechos Humanos 84,110000,2,64
Chalet,Calle del Olivar 4,150000,4,123
Piso,Avenida de la Juventud,177900,4,109
Piso,Urbanizacion Residencial Rio Tietar 3,53500,3,92
Duplex,Calle Valladolid,69900,3,91
Piso,Calle de Ali Caro,176000,2,75
