C. Autonoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Extremadura,Caceres,Piso,Avenida Plasencia,87.0,3,98000
Extremadura,Caceres,Piso,Avenida del Salobrar,115.0,4,64000
Extremadura,Caceres,Piso,Calle Joaquin Alcalde,128.0,4,132900
Extremadura,Caceres,Piso,Calle Jerte,60.0,3,55000
Extremadura,Caceres,Duplex,Avenida Constitucion,142.0,4,210000
Extremadura,Caceres,Casa Rural,Pasaron de la Vera,340.0,8,299000
Extremadura,Caceres,Duplex,Casco Antiguo,72.0,2,128000
Extremadura,Caceres,Chalet,Navaconcejo,97.0,3,385000
Extremadura,Caceres,Atico,Calle Diego Maria Crehuet,160.0,4,259000
Extremadura,Caceres,Piso,Avenida de la Vera,86.0,3,105000
Extremadura,Caceres,Chalet,Calle Jaguarzo,226.0,4,215000
Extremadura,Caceres,Duplex,Casco Antiguo,84.0,3,149000
Extremadura,Caceres,Piso,Aguas Vivas - La Zambomba,92.0,3,177000
Extremadura,Caceres,Piso,Casco Antiguo,106.0,3,170000
Extremadura,Caceres,Atico,Calle las Grullas,80.0,3,220000
Extremadura,Caceres,Chalet,Calle Jose Antonio Gabriel y Galan,180.0,3,227000
Extremadura,Caceres,Chalet,Calle Cerro de las Colmenas,137.0,4,184000
Extremadura,Caceres,Piso,Centro,130.0,4,186000
Extremadura,Caceres,Piso,Avenida del Valle,165.0,4,160000
Extremadura,Caceres,Atico,Calle San Pedro,76.0,2,109000
Extremadura,Caceres,Piso,Avenida Canada Real,122.0,4,149500
Extremadura,Caceres,Piso,barrio Parque del Principe - La Madrila,150.0,4,288000
Extremadura,Caceres,Piso,Centro,85.0,3,144000
Extremadura,Caceres,Piso,Centro,149.0,4,129000
Extremadura,Caceres,Piso,Avenida de la Vera,111.0,4,125000
Extremadura,Caceres,Piso,Sur,88.0,3,70000
Extremadura,Caceres,Chalet,Casco Antiguo,641.0,40,2000000
Extremadura,Caceres,Piso,Avenida de la Vera,236.0,6,240000
Extremadura,Caceres,Piso,Calle Canada Real,126.0,4,159000
Extremadura,Caceres,Piso,Casco Antiguo,78.0,2,139000
Extremadura,Caceres,Duplex,Calle Santo Domingo de Guzman,107.0,4,168000
Extremadura,Caceres,Piso,Avenida Juan Carlos I,98.0,3,142500
Extremadura,Caceres,Piso,Calle Fernandez Rentero,180.0,5,74000
Extremadura,Caceres,Chalet,Calle Victoriano Revelo,172.0,5,300000
Extremadura,Caceres,Piso,Calle Marques de Oquendo,103.0,3,200000
Extremadura,Caceres,Piso,Calle Jacinto Benavente,142.0,4,55000
Extremadura,Caceres,Chalet,Avenida del Tietar,172.0,5,185000
Extremadura,Caceres,Chalet,Calle de Santa Ana,92.0,3,95000
Extremadura,Caceres,Chalet,Urbanizacion Residencial Parraluz,128.0,4,260000
Extremadura,Caceres,Chalet,Calle Martires,92.0,3,35000
Extremadura,Caceres,Piso,Calle Jacinto Benavente,131.0,4,55000
Extremadura,Caceres,Piso,Calle Canada Real,110.0,4,160000
Extremadura,Caceres,Piso,Calle Santo Domingo de Guzman,118.0,3,136000
Extremadura,Caceres,Chalet,Travesia Hernan Cortes,180.0,5,185000
Extremadura,Caceres,Chalet,Calle Cabezabellosa,125.0,4,220000
Extremadura,Caceres,Chalet,Calle Molinos,255.0,7,160000
Extremadura,Caceres,Chalet,Calle Campo Aranuelo,230.0,4,185000
Extremadura,Caceres,Piso,Calle Borrego,185.0,7,160000
Extremadura,Caceres,Piso,Avenida del Valle,95.0,3,140000
Extremadura,Caceres,Chalet,Calle Jose Canalejas,422.0,5,409000
Extremadura,Caceres,Piso,Avenida Alfonso VIII,92.0,2,120000
Extremadura,Caceres,Piso,Calle Andalucia,90.0,3,80000
Extremadura,Caceres,Piso,Calle Julian Besteiro,124.0,4,160000
Extremadura,Caceres,Piso,Ronda del Salvador,124.0,4,142500
Extremadura,Caceres,Piso,Calle Sierra de Tormantos,114.0,3,188000
Extremadura,Caceres,Chalet,Avenida de Plasencia,171.0,5,105000
Extremadura,Caceres,Duplex,Calle Clavero,99.0,3,239000
Extremadura,Caceres,Piso,Calle Claude Simon,104.0,3,80000
Extremadura,Caceres,Chalet,Calle Teodoro Asensio,129.0,4,95000
Extremadura,Caceres,Piso,Avenida Canada Real,110.0,4,150000
Extremadura,Caceres,Chalet,Calle Olivo-Ur Granados,327.0,4,330000
Extremadura,Caceres,Piso,Travesia San Isidoro,108.0,4,142000
Extremadura,Caceres,Chalet,Torrejon el Rubio,600.0,4,3000000
Extremadura,Caceres,Piso,Ronda del Salvador,73.0,2,82000
Extremadura,Caceres,Piso,Avenida Federico Garcia Lorca 12,102.0,3,147900
Extremadura,Caceres,Casa Rural,Bohonal de Ibor,188.0,5,100000
Extremadura,Caceres,Piso,Zona Sur-Av. de Espana-San Miguel,111.0,3,75000
Extremadura,Caceres,Chalet,Madronera,665.0,12,550000
Extremadura,Caceres,Chalet,Casas de Don Gomez,77.0,2,55500
Extremadura,Caceres,Piso,Avenida de la Vera,112.0,3,120000
Extremadura,Caceres,Chalet,Calle Brezo,139.0,4,253000
Extremadura,Caceres,Chalet,Calle de la Fuente,166.0,3,95000
Extremadura,Caceres,Piso,Calle Pablo Iglesias,61.0,2,45000
Extremadura,Caceres,Piso,Calle Toros,82.0,3,85000
Extremadura,Caceres,Chalet,Calle Los Negritos,130.0,3,50000
Extremadura,Caceres,Piso,Avenida Federico Garcia Lorca,77.0,2,123809
Extremadura,Caceres,Piso,Plaza Mayor,106.0,3,140000
Extremadura,Caceres,Chalet,Urbanizacion Mina,136.0,3,108000
Extremadura,Caceres,Piso,Calle Las Batuecas,66.0,2,107945
