Provincia,Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones
Melilla,101073536,"Piso en C/Goya, 3",Piso,"New Homes Global vende este coqueto piso de dos habitaciones y dos baños con calidades premium en la calle Goya, a cinco minutos a pie del centro. El piso dispone de una cocina completamente equipada, dos baños, uno en suite con unas calidades de primera, suelo de tarima, armarios empotrados y balcones franceses todo, a exterior. El aire acondicionado es centralizado y la vivienda muy luminosa y en la galería fotográfica se muestra con muebles y sin ellos para hacerse mejor idea del espacio. No dejes pasar esta maravillosa oportunidad y concierta una cita para visitar este fantástico piso para comenzar una nueva vida o invertir.",951123428,"C/Goya, 3",199900,2
Melilla,98347538,"Piso en C/General Barceló, 23",Piso,"New Homes Global. Piso a tan solo 5 minutos a pie del centro, listo para entrar a vivir, se queda todo, los muebles son de primera calidad, los colchones nuevos y de alta gama, televisiones y electrodomésticos. Zona tranquila, sin ruidos de tráficos ni de calle, decorado con mucho gusto. Los pasillos están revestidos en papel de calidad, y dispone de aire acondicionado. La cocina es amplia y tiene incorporado un lavadero abierto. Tiene un fantástico solarium atechado, provisto de barbacoa, nevera, sillones y muebles para cocinar y con vistas al mar y a la montaña. El garaje y el trastero es opcional. Las visitas se organizaran entre 24 a 48 horas.",951123428,"C/General Barceló, 23",200000,3
Melilla,101074079,"Dúplex en Calle Goya, 3",Duplex,"New Homes Global vende este maravilloso dúplex ático en la calle Goya a tan solo cinco minutos a pie del centro.  La vivienda consta de de tres dormitorios, dos baños, uno en suite y un aseo, terraza con vistas y orientación noroeste ya que da a dos calles y calidades premium. El suelo es de tarima, los baños modernos y de gran calidad, la cocina, el alma de la casa, consta de una gran isla y comedor. El aire acondicionado es centralizado e inverter y las persianas automáticas. El ascensor puede llevarte a la vivienda desde el interior del piso o directamente a la terraza y es adaptado para personas con diversidad funcional con una capacidad de seis personas. Armarios empotrados en cada habitación. La cochera independiente, con una dimensión de ventidós metros cuadrados tiene construido otro armario empotrado que sirve como trastero.",951123428,"Calle Goya, 3",389000,3
Melilla,98457557,"Piso en C/Gurugú, 2",Piso,"New Homes Global. Impresionante piso en la urbanización de la Euracaria, en el barrio del Real. Las zonas comunes son fantásticas y dispone de dos pistas de pádel, un parque infantil, local de reuniones y dos piscinas. La vivienda se vende con trastero y garaje. Consta de un gran salón que desemboca en una estupenda terraza con vistas al exterior. la cocina, enorme, acaba en un fantástico patio privativo. Tres habitaciones amplias y dos baños completos uno de ellos dentro de la habitación principal que consta de armario empotrado. Las visitas se organizaran con un pre aviso de 24 a 48 horas.",951123428,"C/Gurugú, 2",283000,3
Melilla,101133354,"Piso en Avenida santander, 8",Piso,"Piso con y sin muebles. Este piso situado en la avenida de Santander, a solo un minuto a pie de la Universidad, consta con una gran cocina muy luminosa. Tiene cuatro dormitorios que en una obra anterior se les cambió el origen de entrada, todos con ventanas al exterior y muy luminosos, los armarios son empotrados y se comunican con el salón a través de un pasillo también modificado en su día, en el salón se adhiere una terraza cerrada con cristalera. Hay un solo baño pero en la obra mencionada se unió al aseo por lo cual es de grandes dimensiones. El piso está estupendo para una familia con varios hijos o para invertir. Llámame sin compromiso y ven a verlo. Se puede vender sin amueblar.",951123428,"Avenida santander, 8",158000,4
Melilla,102353343,Casa independiente,Chalet,"Inmobiliarias Blanhogar vende en Melila una vivienda totalmente reformada, Se distribuyen en 2 plantas con terraza-solarium. Se encuentra totalmente reformada para entrar a vivir, tiene 4 amplios dormitorios con 2 baños y gran cocina equipada.  Tiene entrada desde dos calles y la ubicación es inmejorable. No dude en llamarnos y coordinaremos una visita. No dude en llamarnos y visite la vivienda con Inmobiliarias BLANHOGAR, una de las Agencias Malagueñas con una trayectoria excelente desde 2.000, un trato familiar y con todos los servicios que usted necesita para acceder a la compra de su hogar. Nos encontramos en Martínez Maldonado 60, (junto a la Gasolinera de las Chapas) en horario de mañana y tarde ( de 9:30h a 14h y de 17h a 20:30h). Además los sábados, nuestros Agentes les atenderán en horario de mañanas. Según el cumplimiento del decreto de la Junta de Andalucía 208/2005 del 11 de octubre, se informa el cliente que los gastos notariales, gastos registrales, I. T. P, honorarios de intermediación, financieros y otros gastos inherentes a la compraventa no están incluidos en el precio. .""",951124377,Calvo Sotelo,240000,4
Melilla,102161598,"Chalet pareado en Plaza del Ingeniero Miguel de Perea, 1",Chalet,"Chalet Pareado en pleno centro de la ciudad carretera de la Alcazaba. Excelente Chalet en esquina a 400 metros de la Plaza de España. Dispone en planta baja de Hall de entrada, baño completo, cocina comedor, amplio salón y gran terraza de 144 metros cuadrados. En la planta primera tiene 4 dormitorios, dos baños completos y terraza con unas excelentes vistas de la ciudad. Además dispone de cochera motorizada con capacidad para tres coches. La urbanización dispone de piscina comunitaria. Si desea vivir en una amplia vivienda con fantasticas vistas al mar y la ciudad no deje pasar esta oportunidad, visitela, le gustará.",851810936,"Plaza del Ingeniero Miguel de Perea, 1",495000,7
Melilla,102269077,Piso,Piso,"Excelente apartamento reformado y completamente amueblado, listo para entrar a vivir. Dispone de salón con aire acondicionado, terraza de unos 6 metros cuadrados, cocina independiente y dormitorio con amplio armario empotrado hecho a lal medida y completamente vestido. El suelo eis de parquet y la vivienda tiene vistas abiertas al estar ubicada en una grande avenida. El edificio no dispone de ascensor. Si desea una vivienda lista para entrar a vivir o una inversión para alquilar, no lo dude, no deje pasar esta oportunidad, visitela, le gustará.",851810936,El Real,89000,1
Melilla,102282779,Piso en Calle azucena,Piso,"Amplio piso de 4 dormitorios y dos baños, la vivienda dispone de cocina completamente amueblada y con todos los electrodomésticos, salon con acceso directo a terraza de 14 metros. Está en perfecto estado de conservación, puertas lacadas en blanco, suelo de tarima de madera recientemente instalado. Dispone de plaza de aparcamiento y cochera. La vivienda se vende amueblada. Honorarios incluidos en el precio. Visitela, le gustará.",851810936,Calle azucena,274000,4
Melilla,102071324,"Piso en Paseo Marítimo, Alcalde Rafael Ginel, 8",Piso,"El hogar que buscas en Melilla es este: ubicado en una tercera planta con ascensor en la zona de la Playa de San Lorenzo. Esta vivienda con plaza de garaje, piscina comunitaria supone una gran oportunidad para vivir o invertir en esta zona disfrutando de todas las comodidades. La vivienda se distribuye perfectamente en una cocina abierta a medida totalmente equipada con muebles y electrodomésticos nuevos con un salón acogedor ofreciendo vistas al mar, dos dormitorios, dos cuartos de baño (uno de ellos en suite y el otro con plato de ducha). Los dormitorios cuentan con salida a la terraza aportando mucha luz. Además, el piso cuenta con aire acondicionado, resistentes suelos de mármol, una terraza para que disfrutes del buen tiempo, y una plaza de garaje así que no tendrás que preocuparte por el aparcamiento. El edificio dispone de zonas comunes con dos grandes piscinas para que disfrutes de los días de calor, y tres pistas de pádel. Esta casa está situada en primera línea de playa a 500 metros de la Plaza de España, en una zona muy segura, al ser Urbanización privada, y muy bien comunicada. La vivienda se vende semi amueblada y en muy buen estado, lista para comenzar la mudanza. Solo gente seria y realmente interesada. Ponte en contacto para más información.",655031661,"Paseo Marítimo, Alcalde Rafael Ginel, 8",282000,2
