com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,León,Piso,110000,3,107
Castilla y León,León,Piso,106000,3,100
Castilla y León,León,Dúplex,149900,3,184
Castilla y León,León,Piso,89900,4,120
Castilla y León,León,Piso,45000,3,75
Castilla y León,León,Piso,395000,5,274
Castilla y León,León,Dúplex,395000,5,268
Castilla y León,León,Piso,210000,6,144
Castilla y León,León,Chalet,130900,3,170
Castilla y León,León,Chalet,188000,2,200
Castilla y León,León,Dúplex,99995,3,127
Castilla y León,León,Chalet,235000,3,246
Castilla y León,León,Piso,76000,4,118
Castilla y León,León,Piso,225000,3,121
Castilla y León,León,Piso,65000,3,92
Castilla y León,León,Piso,37500,3,101
Castilla y León,León,Piso,89900,3,66
Castilla y León,León,Casa,70000,5,200
Castilla y León,León,Piso,60000,4,150
Castilla y León,León,Piso,129000,3,130
Castilla y León,León,Chalet,125,3,170
Castilla y León,León,Piso,130000,3,161
Castilla y León,León,Chalet,99900,5,400
Castilla y León,León,Piso,38223,3,113
Castilla y León,León,Piso,43000,2,60
Castilla y León,León,Piso,37000,3,85
Castilla y León,León,Chalet,188000,3,248
Castilla y León,León,Chalet,315000,4,341
Castilla y León,León,Chalet,500000,3,381
Castilla y León,León,Dúplex,365000,4,196
Castilla y León,León,Piso,52500,3,88
Castilla y León,León,Chalet,242000,6,400
Castilla y León,León,Piso,78000,2,76
Castilla y León,León,Piso,129000,3,112
Castilla y León,León,Piso,75900,4,111
Castilla y León,León,Chalet,159,6,260
Castilla y León,León,Piso,99000,4,133
Castilla y León,León,Chalet,68500,4,132
Castilla y León,León,Piso,203500,4,151
Castilla y León,León,Piso,124,4,107
Castilla y León,León,Chalet,330000,4,410
Castilla y León,León,Piso,123000,3,108
Castilla y León,León,Chalet,279000,4,241
Castilla y León,León,Casa,145000,3,262
Castilla y León,León,Piso,33000,2,65
Castilla y León,León,Piso,139500,3,101
Castilla y León,León,Chalet,182000,3,253
Castilla y León,León,Piso,149000,3,101
Castilla y León,León,Piso,84978,4,140
Castilla y León,León,Chalet,39995,4,140
Castilla y León,León,Chalet,181000,6,265
Castilla y León,León,Casa,99,5,142
Castilla y León,León,Piso,145000,3,105
Castilla y León,León,Ático,340000,4,160
Castilla y León,León,Chalet,86000,2,180
Castilla y León,León,Piso,135000,3,82
Castilla y León,León,Piso,68500,3,93
Castilla y León,León,Piso,90000,3,108
Castilla y León,León,Piso,140000,4,120
Castilla y León,León,Chalet,325,4,175
Castilla y León,León,Chalet,11000,7,236
Castilla y León,León,Piso,133100,4,152
Castilla y León,León,Piso,77000,4,145
Castilla y León,León,Piso,229990,4,166
Castilla y León,León,Chalet,1100000,4,776
Castilla y León,León,Chalet,189000,3,263
Castilla y León,León,Piso,127000,2,102
Castilla y León,León,Chalet,49995,4,334
Castilla y León,León,Piso,80000,2,81
Castilla y León,León,Chalet,199900,6,279
Castilla y León,León,Piso,79000,3,129
Castilla y León,León,Chalet,125000,4,224
Castilla y León,León,Piso,85000,1,50
Castilla y León,León,Piso,160000,2,83
Castilla y León,León,Piso,153000,3,140
Castilla y León,León,Piso,159900,5,143
Castilla y León,León,Piso,179,4,161
Castilla y León,León,Piso,99900,4,122
Castilla y León,León,Piso,135000,2,87
Castilla y León,León,Chalet,25,5,319
Castilla y León,León,Piso,85000,3,78
Castilla y León,León,Chalet,34000,3,82
Castilla y León,León,Chalet,189000,4,191
Castilla y León,León,Piso,325000,4,172
Castilla y León,León,Dúplex,220000,4,156
Castilla y León,León,Piso,47000,3,95
Castilla y León,León,Piso,169000,4,163
Castilla y León,León,Piso,66000,4,122
Castilla y León,León,Chalet,65000,4,232
Castilla y León,León,Chalet,49900,7,253
Castilla y León,León,Ático,127500,3,107
Castilla y León,León,Piso,127495,4,106
Castilla y León,León,Chalet,295000,4,251
Castilla y León,León,Piso,94000,2,72
Castilla y León,León,Chalet,82000,5,360
Castilla y León,León,Chalet,349900,7,320
Castilla y León,León,Chalet,44,4,217
Castilla y León,León,Chalet,425000,4,478
Castilla y León,León,Chalet,75000,7,264
Castilla y León,León,Piso,349500,5,205
Castilla y León,León,Chalet,159995,3,150
Castilla y León,León,Chalet,234,4,186
Castilla y León,León,Piso,203519,3,200
Castilla y León,León,Piso,134995,3,87
Castilla y León,León,Chalet,328000,4,300
Castilla y León,León,Piso,19000,3,56
Castilla y León,León,Chalet,550000,4,329
Castilla y León,León,Piso,240000,2,83
Castilla y León,León,Chalet,179000,4,160
Castilla y León,León,Piso,65000,3,120
Castilla y León,León,Piso,87900,3,138
Castilla y León,León,Chalet,210000,4,229
Castilla y León,León,Piso,116990,3,157
Castilla y León,León,Chalet,234995,4,250
Castilla y León,León,Chalet,185000,3,250
Castilla y León,León,Piso,166000,3,173
Castilla y León,León,Piso,120000,3,130
Castilla y León,León,Piso,136000,3,165
Castilla y León,León,Chalet,158,4,225
Castilla y León,León,Piso,131000,3,122
Castilla y León,León,Piso,153000,3,75
Castilla y León,León,Chalet,265,4,250
Castilla y León,León,Chalet,450000,6,555
Castilla y León,León,Chalet,159995,6,255
Castilla y León,León,Chalet,50000,4,120
Castilla y León,León,Chalet,59900,4,117
Castilla y León,León,Dúplex,217500,6,320
Castilla y León,León,Piso,199000,3,127
Castilla y León,León,Piso,120000,2,91
Castilla y León,León,Piso,260000,5,420
Castilla y León,León,Dúplex,140,3,141
Castilla y León,León,Chalet,188,4,224
Castilla y León,León,Piso,119900,2,104
Castilla y León,León,Chalet,188900,4,224
Castilla y León,León,Chalet,115000,6,220
Castilla y León,León,Piso,69900,2,76
Castilla y León,León,Piso,120000,4,135
Castilla y León,León,Piso,68995,2,81
Castilla y León,León,Piso,95500,2,79
Castilla y León,León,Chalet,360,4,256
Castilla y León,León,Dúplex,59000,2,80
Castilla y León,León,Piso,210000,3,115
Castilla y León,León,Piso,373500,4,239
Castilla y León,León,Chalet,279000,2,254
Castilla y León,León,Chalet,290,5,355
Castilla y León,León,Piso,149900,3,99
Castilla y León,León,Piso,95000,2,76
Castilla y León,León,Piso,115000,3,97
Castilla y León,León,Piso,369000,3,125
Castilla y León,León,Piso,59900,4,110
Castilla y León,León,Piso,94500,3,113
Castilla y León,León,Chalet,130000,3,176
Castilla y León,León,Casa,299000,10,270
Castilla y León,León,Piso,369000,3,110
Castilla y León,León,Chalet,54000,4,80
Castilla y León,León,Piso,179000,4,149
Castilla y León,León,Piso,39900,3,70
Castilla y León,León,Chalet,165000,4,175
Castilla y León,León,Piso,69900,3,66
Castilla y León,León,Chalet,395000,4,423
Castilla y León,León,Piso,240000,4,100
Castilla y León,León,Chalet,110000,3,222
Castilla y León,León,Piso,203519,3,199
Castilla y León,León,Dúplex,285,4,121
Castilla y León,León,Piso,62000,3,75
Castilla y León,León,Piso,90000,3,90
Castilla y León,León,Chalet,180000,4,269
Castilla y León,León,Piso,50000,3,86
Castilla y León,León,Piso,99000,2,53
Castilla y León,León,Chalet,325,6,319
Castilla y León,León,Chalet,450000,6,665
Castilla y León,León,Piso,169000,3,108
Castilla y León,León,Piso,335000,4,174
Castilla y León,León,Ático,429995,6,242
Castilla y León,León,Chalet,152500,3,192
Castilla y León,León,Piso,106000,4,111
