com. autonoma,provincia,descripción,precio,habitaciones,m²
Castilla y León,Palencia,Chalet,36000,1,69
Castilla y León,Palencia,Chalet,119000,3,130
Castilla y León,Palencia,Chalet,314000,3,212
Castilla y León,Palencia,Piso,58000,1,58
Castilla y León,Palencia,Piso,54900,3,69
Castilla y León,Palencia,Piso,46900,1,55
Castilla y León,Palencia,Chalet,280000,5,233
Castilla y León,Palencia,Chalet,190000,3,260
Castilla y León,Palencia,Chalet,270000,4,213
Castilla y León,Palencia,Piso,95000,3,120
Castilla y León,Palencia,Piso,163000,3,104
Castilla y León,Palencia,Piso,106000,2,65
Castilla y León,Palencia,Piso,130000,3,80
Castilla y León,Palencia,Piso,145000,4,118
Castilla y León,Palencia,Piso,155000,5,156
Castilla y León,Palencia,Piso,61000,3,73
Castilla y León,Palencia,Piso,189000,4,141
Castilla y León,Palencia,Chalet,57000,3,215
Castilla y León,Palencia,Piso,174000,3,110
Castilla y León,Palencia,Casa,429900,32,557
Castilla y León,Palencia,Piso,277500,3,95
Castilla y León,Palencia,Piso,79000,3,80
Castilla y León,Palencia,Piso,52000,3,70
Castilla y León,Palencia,Piso,59000,2,64
Castilla y León,Palencia,Piso,415000,4,200
Castilla y León,Palencia,Piso,39900,3,87
Castilla y León,Palencia,Piso,152900,3,110
Castilla y León,Palencia,Piso,25000,2,50
Castilla y León,Palencia,Piso,143945,3,88
Castilla y León,Palencia,Piso,125000,4,133
Castilla y León,Palencia,Piso,179000,3,103
Castilla y León,Palencia,Piso,137644,3,104
Castilla y León,Palencia,Chalet,240000,4,192
Castilla y León,Palencia,Chalet,60000,3,93
Castilla y León,Palencia,Chalet,169000,3,130
Castilla y León,Palencia,Piso,126116,3,96
Castilla y León,Palencia,Chalet,189000,3,194
Castilla y León,Palencia,Ático,175000,2,62
Castilla y León,Palencia,Chalet,15000,2,160
Castilla y León,Palencia,Chalet,160000,3,142
Castilla y León,Palencia,Chalet,621000,7,248
Castilla y León,Palencia,Piso,139000,3,154
Castilla y León,Palencia,Piso,105000,3,121
Castilla y León,Palencia,Piso,110000,2,100
Castilla y León,Palencia,Chalet,159900,3,116
Castilla y León,Palencia,Piso,51000,2,50
Castilla y León,Palencia,Dúplex,337000,3,166
Castilla y León,Palencia,Piso,110000,3,109
Castilla y León,Palencia,Chalet,165000,3,240
Castilla y León,Palencia,Piso,85000,3,100
Castilla y León,Palencia,Piso,299000,3,140
Castilla y León,Palencia,Piso,279900,4,127
Castilla y León,Palencia,Chalet,240000,4,200
Castilla y León,Palencia,Piso,29900,3,85
Castilla y León,Palencia,Piso,135000,3,95
Castilla y León,Palencia,Chalet,95000,3,90
Castilla y León,Palencia,Piso,138000,3,154
Castilla y León,Palencia,Piso,74000,1,49
Castilla y León,Palencia,Piso,120000,5,120
Castilla y León,Palencia,Piso,39500,3,73
Castilla y León,Palencia,Piso,129000,3,80
Castilla y León,Palencia,Piso,68000,2,65
Castilla y León,Palencia,Chalet,212600,4,202
Castilla y León,Palencia,Piso,83000,4,97
Castilla y León,Palencia,Piso,49000,2,51
Castilla y León,Palencia,Piso,150000,2,104
Castilla y León,Palencia,Piso,149000,4,118
Castilla y León,Palencia,Piso,153150,3,123
Castilla y León,Palencia,Piso,135000,3,93
Castilla y León,Palencia,Piso,89000,2,136
Castilla y León,Palencia,Ático,56900,2,65
Castilla y León,Palencia,Piso,205000,3,120
Castilla y León,Palencia,Piso,65000,3,91
Castilla y León,Palencia,Finca,62500,2,170
Castilla y León,Palencia,Piso,337000,3,186
Castilla y León,Palencia,Chalet,359000,5,826
Castilla y León,Palencia,Piso,70000,3,75
Castilla y León,Palencia,Piso,115000,3,112
Castilla y León,Palencia,Piso,90000,3,85
Castilla y León,Palencia,Piso,129000,2,69
Castilla y León,Palencia,Chalet,400000,6,406
Castilla y León,Palencia,Piso,158000,3,85
Castilla y León,Palencia,Chalet,270000,4,231
Castilla y León,Palencia,Piso,109000,3,95
Castilla y León,Palencia,Piso,89900,3,95
Castilla y León,Palencia,Chalet,169900,3,163
Castilla y León,Palencia,Chalet,219900,4,265
Castilla y León,Palencia,Piso,189300,5,148
Castilla y León,Palencia,Piso,159900,4,116
Castilla y León,Palencia,Piso,225300,4,153
Castilla y León,Palencia,Piso,95000,2,68
Castilla y León,Palencia,Piso,89000,2,110
Castilla y León,Palencia,Chalet,68500,5,273
Castilla y León,Palencia,Piso,85000,2,65
Castilla y León,Palencia,Ático,165000,2,116
Castilla y León,Palencia,Piso,45000,2,50
Castilla y León,Palencia,Piso,132000,3,90
Castilla y León,Palencia,Piso,70000,3,69
Castilla y León,Palencia,Piso,260000,2,115
Castilla y León,Palencia,Piso,197000,4,157
Castilla y León,Palencia,Piso,80000,2,74
Castilla y León,Palencia,Piso,162000,3,103
Castilla y León,Palencia,Piso,94900,2,70
Castilla y León,Palencia,Piso,169900,4,115
Castilla y León,Palencia,Piso,179900,3,101
Castilla y León,Palencia,Piso,124500,3,105
Castilla y León,Palencia,Piso,185000,3,167
Castilla y León,Palencia,Piso,192000,3,115
Castilla y León,Palencia,Piso,142000,3,88
Castilla y León,Palencia,Piso,226000,3,100
Castilla y León,Palencia,Chalet,65000,3,95
Castilla y León,Palencia,Piso,110000,3,88
Castilla y León,Palencia,Piso,88000,2,70
Castilla y León,Palencia,Piso,128000,3,108
Castilla y León,Palencia,Piso,40000,4,84
Castilla y León,Palencia,Piso,189900,3,103
Castilla y León,Palencia,Piso,100000,3,88
Castilla y León,Palencia,Chalet,200000,4,215
Castilla y León,Palencia,Piso,273000,3,115
Castilla y León,Palencia,Piso,70000,3,91
Castilla y León,Palencia,Piso,146850,2,87
Castilla y León,Palencia,Piso,90000,3,91
Castilla y León,Palencia,Piso,99500,3,110
Castilla y León,Palencia,Chalet,339000,6,630
Castilla y León,Palencia,Piso,92000,2,93
Castilla y León,Palencia,Piso,235000,3,161
Castilla y León,Palencia,Piso,95000,3,105
Castilla y León,Palencia,Piso,54000,2,50
Castilla y León,Palencia,Piso,65000,3,80
Castilla y León,Palencia,Piso,79900,1,60
Castilla y León,Palencia,Piso,149000,3,101
Castilla y León,Palencia,Piso,119262,2,89
Castilla y León,Palencia,Piso,69000,3,111
Castilla y León,Palencia,Piso,45000,3,101
Castilla y León,Palencia,Piso,64000,2,67
Castilla y León,Palencia,Piso,199000,5,122
Castilla y León,Palencia,Chalet,48000,1,188
Castilla y León,Palencia,Chalet,269000,5,240
Castilla y León,Palencia,Chalet,355000,4,309
Castilla y León,Palencia,Piso,112400,2,80
Castilla y León,Palencia,Piso,171000,4,90
Castilla y León,Palencia,Piso,67000,3,76
Castilla y León,Palencia,Piso,253000,3,104
Castilla y León,Palencia,Casa,53000,4,142
Castilla y León,Palencia,Chalet,289900,4,400
Castilla y León,Palencia,Piso,119900,4,114
Castilla y León,Palencia,Piso,90000,4,91
Castilla y León,Palencia,Piso,48000,4,90
Castilla y León,Palencia,Piso,83500,2,109
Castilla y León,Palencia,Piso,175000,3,110
Castilla y León,Palencia,Piso,150000,3,85
Castilla y León,Palencia,Ático,157000,2,70
Castilla y León,Palencia,Piso,69000,3,70
Castilla y León,Palencia,Piso,120000,2,118
Castilla y León,Palencia,Piso,184500,3,125
Castilla y León,Palencia,Piso,299900,5,287
Castilla y León,Palencia,Chalet,85500,3,100
Castilla y León,Palencia,Piso,225000,4,164
Castilla y León,Palencia,Piso,157000,2,58
Castilla y León,Palencia,Piso,159000,3,79
Castilla y León,Palencia,Piso,89000,3,77
Castilla y León,Palencia,Piso,105000,3,74
Castilla y León,Palencia,Piso,269500,3,100
