Id del anuncio;Título;Tipo de inmueble;Descripción;Teléfono;Dirección;Precio;Habitaciones
94245190;Piso en Calle la Cabezada, 27 -21;Piso;"REF: 52811 ¡CAMPAÑA MES DE AGOSTO! Reserva antes del 31/08/2023 y benefíciate de este descuento!  Amplio piso ubicado en Valle San Lorenzo, a escasos metros de la Avenida, cerca de todos los servicios, como por ejemplo: supermercados, colegios, entidades bancarias, farmacias, variedad de restaurantes, paradas de guagua, entre otros servicios.  La vivienda cuenta con 70m2 distribuidos en espacios amplios y luminosos. Cuenta con acceso directo desde la calle. Dispone de un luminoso salón con comedor y su cocina estilo americana, amueblada. Posee 2 habitaciones amplias y cómodas. Su baño es completo con plato de ducha.  Antigüedad del año 2004, acceso para personas con movilidad reducida.  ¡Oportunidad única en VALLE SAN LORENZO! ¡Consúltenos sin compromiso! Gestión de confianza Encuentra más en.";822260201;Calle la Cabezada, 27 -21;99900;2
100292162;Piso en Avenida Príncipes de España;Piso;"REF: 58521 Maravilloso piso ubicado en El Médano, inmejorable ubicación, céntrico a escasos metros de la playa y la plaza central, cerca de comercios, supermercados, tiendas, parada de guagua.  Amplia vivienda ubicada en una 4ª planta, edificio con ascensor, directo desde el garaje.  Recién reformado en muy buen estado, consta de 3 dormitorios, salón-comedor amplio, luminoso gracias a sus ventanales con vistas a la calle y al mar, cocina independiente, amueblada y equipada con terminaciones moderna, con acceso a la solana, 2 baños completos con bañera. El piso cuenta con plaza de garaje  ¡No deje pasar esta oportunidad! ¡Consúltenos sin compromiso! Gestión de confianza Encuentra más en.";822260201;Avenida Príncipes de España;285000;3
101901312;Piso en Calle Narciso de Vera Marrero, 11;Piso;"OPORTUNIDAD Piso en La Cuesta, a una calle del Tranvía y Avda. Los Menceyes, excelente ubicación, recién reformado. Muy luminoso, totalmente exterior, Balcón con vistas, recién reformado, a estrenar. Consta de 4 habitaciones, 1 baño, cocina semi abierta con electrodomésticos incluidos, amplia terraza techada con mucha luz. Además de un cuarto trastero en la azotea. Segunda planta sin ascensor, Edificio pequeño de 3 plantas y solo 5 viviendas, comunidad tranquila. Próximo a Colegios, Centros Médicos, Tranvía y Guaguas, Centros deportivos, Universidad y múltiples comercios. Aprovecha esta oportunidad para comprar este maravilloso piso, Pide ya, tu cita para una visita! El PVP indicado no incluye impuestos ni gastos de escritura. Las superficies expresadas en esta página tienen carácter descriptivo y son aproximados. Los precios son susceptibles de modificación sin previo aviso. Esta vivienda se vende sin muebles. Ref. 0067-03910.";822260410;Calle Narciso de Vera Marrero, 11;144900;4
101300381;Casa independiente en Calle Fragua, 2;Chalet;"Les presento esta luminosa casa tipo dúplex en El Gramal. Con todas sus estancias exteriores, se caracteriza por su luminosidad, ventilación, practicidad y buena comunicación. A 2 minutos de la TF-2 y unos pasos de las paradas de guagua. Dispone de 3 habitaciones, una doble y dos individuales, baño completo con bañera, salón-comedor con balcón con agradables vistas despejadas al parque, aseo y cocina independiente con despensa y solana. Además la casa viene dotada de una plaza de garaje de 27m2 y un enorme trastero de 18m2. Qué más se puede pedir? RESERVA TU VISITA YA!  ANOUCHKA MARTÍN  El PVP indicado no incluye impuestos ni gastos de escritura. Las superficies expresadas en esta página tienen carácter descriptivo y son aproximados. Los precios son susceptibles de modificación sin previo aviso. Esta vivienda se vende sin muebles.";822260410;Calle Fragua, 2;165000;3
101013974;Dúplex en Calle de los Molinos, 8;Duplex;"Vivir en el centro de Adeje con todo a su alcance, ayuntamiento, Iglesia, centro de salud, bancos, farmacias… y frente a uno de los monumentos más emblemáticos de la Isla como es La Casa Fuerte de Adeje. Al lado del Barranco del Infierno y a 15 minutos de las playas, es ideal para aquellos que sepan sacarle el jugo a la naturaleza. Si esto es lo que buscas, llámame y te llevaré a conocer este espacioso ático en dúplex en el Residencial Los Molinos. Consta de dos habitaciones con armarios empotrados, un baño completo, un aseo y cocina abierta al salón en planta de acceso. Subiendo las escaleras, una gran habitación que puede ser usada también como despacho, cuarto de invitados o habitación principal y al otro lado, un gran salón con barbacoa y cocina integrada donde juntarse con familia y amigos a disfrutar de los bonitos atardeceres entre el mar y las montañas. ¡Ven a vivir allí donde el sol nunca se esconde! El PVP indicado no incluye impuestos ni gastos de escritura. Las superficies expresadas en esta página tienen carácter descriptivo y son aproximados. Los precios son susceptibles de modificación sin previo aviso. Esta vivienda se vende con muebles. Link de youtube con vistas aéreas de la zona:.";822260410;Calle de los Molinos, 8;265000;3
101508016;Piso en Calle la Puntita, 49;Piso;"En Candelaria, el mejor lugar para vivir, a 10 metros de hermosas playas de arena negra, zonas de paseo, parques infantiles y restauración, se vende piso totalmente reformado, amueblado, muy acogedor y completamente adaptado para personas con movilidad reducida. Consta de 3 habitaciones, una doble con baño en suite con ducha, además de otro baño con gran bañera, un vestidor, salón y cocina abierta completamente equipada. Edificio pequeño de solo 6 viviendas y muy tranquilo.  En la zona podrás encontrar todo lo que necesites, ayuntamiento, centros médicos, comercios varios, supermercados, mercadillos municipales, bancos, centros comerciales, colegios, institutos, transporte público, entre otras muchas cosas. Además de las múltiples actividades artísticas que promueve el municipio varias veces al año. No dejes escapar esta oportunidad! Pide tu cita para visitar este piso y presenta tu oferta. El PVP indicado no incluye impuestos ni gastos de escritura. Las superficies expresadas en esta página tienen carácter descriptivo y son aproximadas. Los precios son susceptibles de modificación sin previo aviso. Esta vivienda se vende con muebles. Ref. 0067-03865.";822260410;Calle la Puntita, 49;175000;3
101786051;Piso en Avenida de la Constitución, 2;Piso;"Le presentamos este amplio y luminoso piso en el mismo centro de Adeje.  Este piso se compone de tres habitaciones, dos baños, una cocina totalmente equipada con una pequeña solana, un recibidor, una zona de comedor y un salón. La vivienda cuenta además con una gran terraza privada de 42 metros cuadrados y un amplio balcón de 11 metros cuadrados. La vivienda destaca por su luminosidad ya que todas las estancias son exteriores, por lo que tienen luz natural durante todo el día. La vivienda se vende amueblada.  Existe la posibilidad de comprar una plaza de garaje cerrada para cuatro vehículos, de 5 metros de altura y 40 metros cuadrados en total. Consultar condiciones. Este piso destaca por tener todos los servicios a mano, centro médico, farmacias, parking, zonas ajardinadas, parques, supermercados, centro comercial, colegio, universidad, guarderías, etc. Solicita tu cita. El PVP indicado no incluye impuestos ni gastos de escritura. Las superficies expresadas en esta página tienen carácter descriptivo y son aproximados. Los precios son susceptibles de modificación sin previo aviso. Esta vivienda se vende con muebles. Ref. 0067-03895.";822260410;Avenida de la Constitución, 2;230000;3
101465713;Piso en Calle los Molinos, 1;Piso;"Este piso se encuentra en la calle LOS MOLINOS, SANTA CRUZ DE TENERIFE. Es un piso, construido en el año 2002, y reformado intesgramente en el año 2021. tTiene 126 m2 de los cuales 96m2 son utiles de vivienda, 13m2 de garaje y el resto patio y zonas comunes. Dispone de un amplio y luminoso salón-comedor con cocina integrada, 3 habitaciones, 1 baño y 1 aseo.  Reformado a finales del año 2020.  Tiene aire acondicionado y la casa está domotizada. El edificio tiene ascensor. En el precio incluye una plaza de garaje en el mismo edificio. Si quieres vender, comprar o alquilar un piso. NOSOTROS TE AYUDAMOS.";822260217;Calle los Molinos, 1;295000;3
101126714;Piso en Calle Elías Ramos González;Piso;"PISO ESPECTACULAR CON VISTAS ÚNICAS EN ALTURA, PISTA DE TENIS Y PARQUE INFANTIL.   Espectacular piso familiar de 295 m2 en la decimotercera planta de la torre con las mejores vistas al mar y a la ciudad de Residencial Anaga.  La entrada a la vivienda es a través del hall con acceso a un amplio y luminoso salón comedor con gran terraza y VISTAS ÚNICAS de 180 grados al mar, al puerto y a la ciudad.  6 HABITACIONES (5 + 1 de servicio), 4 BAÑOS (3 + 1 de servicio) uno de ellos en suite, 1 COCINA MUY GRANDE y luminosa con 1 SOLANA también muy amplia y 2 PLAZAS DE GARAJE en el mismo edificio. Recientemente se han instalado placas solares.  El edificio es magnífico, con un hall de entrada para invitados, conserjería, y rodeado de jardines, parque infantil y pista de tenis, todo ello en la propia parcela perteneciente al edificio.  Su enclave esta cercano a zona comercial de supermercados, cafeterías, bancos y a todos los servicios necesarios para vivir como colegios, centros de salud, parada de taxis, etc.  Una OPORTUNIDAD magnífica para vivir en una excepcional vivienda con vistas inmejorables e ideal para una familia. Si quieres vender, comprar o alquilar un piso. NOSOTROS TE AYUDAMOS.";822260217;Calle Elías Ramos González;900000;6
101864028;Chalet en Pasaje Fariña;Chalet;"Chalet independiente en esquina de 530 m2 construidos en dos plantas, al lado del Campo de golf, en una zona tranquila y con fácil acceso a la autopista, a pocos minutos de La Laguna y de Santa Cruz.  Un sitio ideal para vivir y descansar.  Esta moderna villa se encuentra en una parcela de 736 m2, tiene una fantástica terraza con jardín, salón comedor amplio, que ofrece una vista de ensueño al Teide. Cocina independiente con acceso a una zona ajardinada, equipada con vitrocerámica, microondas y horno empotrado. En el área de la cocina se encuentra también un cuarto de lavar, con lavadora y secadora.  En la primera planta, la vivienda cuenta con 5 dormitorios, todos con sus armarios empotrados. En el pasillo tiene un gran armario, ideal para almacenaje, y también tres amplios baños.  Es importante resaltar que todas las habitaciones tienen vistas y acceso a un gran jardín de más de 200 m2. Aquí disfrutará del más alto grado de privacidad.  En el nivel inferior se encuentra una bodega de 100 m2 con una cocina de acero inoxidable de alta calidad, totalmente equipada. Diseñada especialmente para eventos y el disfrute con familia y amigos.  Este mismo nivel cuenta con un salón polivalente que puede servir para gimnasio, habitación, sala de juegos, etc. , con un amplio baño y trastero.  El garaje tiene una capacidad para 4 vehículos y cuenta con puerta eléctrica.  Toda la vivienda está equipada con suelo de madera radiante y las ventanas son de doble acristalamiento con aislamiento térmico. Ref. 8319. IBI: €1.114/año.   No tiene gastos de comunidad.";822260900;Pasaje Fariña;700000;5
