Tipo de inmueble,Dirección,Precio,Habitaciones
Chalet,Ciutat Jardí,568000,6
Piso,La Bordeta,108800,2
Piso,Princep de Viana-Clot,173000,3
Chalet,Ciutat Jardí,381475,5
Ático,La Bordeta,283000,3
Piso,Calle de Solsona 1,84000,4
Piso,Passatge Sant Jeroni,100000,2
Piso,Instituts,167900,4
Piso,Avenida Fontanet 47,217000,3
Chalet,Cervera,275000,4
Piso,Canadiense 6,299000,4
Duplex,Avenida garrigues 85,155000,5
Piso,La Bordeta,124000,4
Chalet,pleta de baqueira 1,900000,5
Chalet,Calle de ponth 8,1600000,3
Piso,Calle Perimetrau s/n,350000,3
Chalet,Calle Carrèr Trillat s/n,425000,4
Chalet,Calle jaume I el conqueridor,525000,7
Duplex,Calle Rovira Roure,250000,3
Chalet,Calle Carrèr Sant Sebastià 5 A,750000,4
Duplex,Avenida Segre,270000,3
Duplex,Avenguda deth Pas d'Arró 23,449500,5
Piso,Isaac Albéniz,148000,2
Piso,Plaza Major 1,540000,4
Ático,Pasaje Pompeyo,270000,3
Chalet,Calle Casagualda,245000,3
Chalet,Calle Carrèr Arroduets,520000,5
Chalet,Calle Sant Esteve,900000,4
Piso,Avenida Garrigues,170000,4
Piso,La Bordeta,132300,4
Chalet,Alpicat,384500,5
Chalet,Albatárrec,260000,4
Piso,Centre Històric,221000,4
Piso,Universitat,258000,5
Chalet,Montferrer i Castellbó,888000,7
Duplex,Alguaire,164500,5
Duplex,La Bordeta,145500,4
Chalet,C-28,600000,4
Ático,Passatge Pompeu,270000,3
Piso,Cavallers,99500,2
Ático,Calle Indivil i Mandoni,108000,3
Piso,Sant Ruf,198000,4
Piso,Calle d'Arbeca,84500,3
Chalet,Calle del Raval,329900,4
Piso,Avenida de Balmes,287000,4
Piso,Calle Riu Éssera,170000,8
Chalet,Calle d'Agramunt,348000,6
Piso,Joc de Bola,440000,4
Piso,Centre Històric,178600,4
Chalet,Baqueira,1300000,5
Piso,Calle Bonaire,99000,3
Chalet,Calle Mallorca,159000,4
Piso,Calle del Mestre Tàpies,176999,3
Piso,Calle del Doctor Fleming,84800,2
Piso,Calle Agustins,189900,2
Piso,Calle del Mestre Tàpies,163999,3
Piso,Calle de la Doctora Castells,188000,3
Chalet,Arties,720000,4
Piso,Princep de Viana-Clot,139500,4
Chalet,Garòs,995000,5
Ático,Universitat,158000,3
Casa Rural,Garòs,550000,4
Chalet,Vallbona de les Monges,160000,4
Chalet,Gausac,450000,4
Chalet,Vielha,560000,5
Piso,Calle Carrèr deth Miei 14,210000,2
Chalet,Benavent de Segriá,196000,4
Chalet,Alpicat,525000,10
Piso,Calle Fontanelles,114000,2
Piso,Calle Carrèr Perimetrau,380000,2
Piso,Avenida CATALUNYA,235000,4
Ático,Camp d'Esports,280000,5
Chalet,Alpicat,560000,5
Chalet,Balaguer,113000,4
Chalet,Cervera,220000,3
Piso,Plaza de l'Esglesia,179000,3
Chalet,Bossóst,178000,4
Duplex,Baqueira,1070000,5
Chalet,Avenida de Manresa,180000,6
Piso,Calle Vila Antònia,185000,5
Piso,Calle de les Corts Catalanes,139000,4
Piso,Avenida de Madrid,164000,6
Piso,Calle Picaso,259000,4
Piso,Avenida del Pla d'Urgell,187900,4
Chalet,Calle del Forn,142000,3
Chalet,Arties,675000,3
Duplex,Salardú,690000,4
Ático,Calle Comerç,140000,3
Chalet,Vielha,1600000,8
Chalet,Tredòs,1950000,6
Chalet,Prats i Sansor,1750000,6
Piso,Joc de Bola,190000,3
Chalet,Calle la Font,125000,3
Chalet,Mariola,265000,5
Duplex,Escunhau s/n,935000,7
Ático,Avenguda deth Pas d'Arró 54,265000,3
Casa Rural,Santa Maria,40000,2
Chalet,C-1412b 1,120000,3
Piso,Cappont,320000,4
Duplex,Calle Montsec,170000,5
Chalet,LV-5222,300000,9
Casa Rural,Calle Joaquin Morello Prolong,990000,3
Chalet,Calle Concòrdia,225000,5
Duplex,Era Tor,490000,3
Piso,Sudanell,94000,3
Ático,Calle Carrèr Montcorbison 2,176500,2
Chalet,Camino Beliera 4,700000,4
Chalet,Carretera Ag. Garos 11,590000,5
Piso,Calle del Comte de Vinatesa,115500,2
Ático,Carrer Enginyer Antoni Llobet s/n,305000,4
Piso,Carrer Enginyer Antoni Llobet s/n,256000,4
Piso,Tredòs,605000,3
Piso,Carrer Enginyer Antoni Llobet s/n,242000,3
Chalet,Avenida Catalunya,184900,8
Duplex,Calle Residencial I 11,680000,4
Piso,Camino de Pessola 5,475000,3
Chalet,Calle solsones,260000,6
Piso,Calle Placita Beret 30,950000,5
Chalet,Camin Ressèc 3,789000,5
Chalet,Calle Placita Beret 2 A,2450000,19
Piso,Calle Placita Beret 30,950000,5
Chalet,Calle Placita Beret 2 A,2450000,19
Piso,Calle Residencial I 6,660000,3
Ag. Baqueira 1,936176444,Edifici Bonaigua,Ag. Baqueira 1
Piso,Camino de Pessola 5,475000,3
Duplex,Lloc Cota 1. 700 107,650000,3
Chalet,Calle Segre,500000,4
Chalet,Calle major s/n,890000,4
Ag. Baqueira 1,936176444,Edifici Bonaigua,Ag. Baqueira 1
Chalet,Calle Plaus s/n,670000,3
Duplex,Calle Residencial I 11,680000,4
Chalet,Calle solsones,260000,6
Piso,Alcarrás,84000,1
Duplex,Garòs,490000,3
Duplex,Sant Miqueu s/n,350000,6
Piso,Calle Historiador Josep Lladonosa,124000,4
Chalet,Sant Esteban,850000,4
Duplex,Talarn,163000,4
Piso,Carretera perimetrau 13,390000,2
Chalet,FORN VELL,57000,3
Chalet,Avenida puig peric,1850000,7
Chalet,Calle Domènec Cardenal,130000,5
Piso,Avenida del Valira s/n,260000,3
Piso,Camino Sacorreges 4,422600,3
Chalet,Calle Carrèr Major 42,1350000,5
Piso,Avenida del Valira s/n,270000,3
Chalet,Calle Carrèr Sarriulèra 17,1100000,5
Casa Rural,Calle CL MAJOR 20,800000,2
Piso,Avenida del Valira s/n,300000,4
Chalet,Arroquets,1600000,8
Chalet,Rovira roure,430000,7
Chalet,Calle Mayor,630000,4
Piso,Once de Septiembre,139000,3
Chalet,Catran,1950000,4
Chalet,Tredós,900000,4
Ático,Avenida Segre,225000,3
Chalet,Calle deth Soeil,1350000,5
Piso,Pleta de Nheu,1050000,4
Ático,Calle Placita Beret s/n,275000,1
Chalet,Calle Placita Beret,1550000,6
Piso,Pleta de Nheu,1050000,4
Ático,Avenida Segre,225000,3
Piso,Rambla Aragon,220000,5
Chalet,Pleta de Baqueira,990000,7
Chalet,General Prim,590000,4
Chalet,Vilar,100000,1
Chalet,Salardu,530000,4
Casa Rural,Alcarras s/n,265000,3
Piso,Centre Històric,199500,5
Piso,Magraners,133000,3
Chalet,MIG 4,250000,7
Chalet,PZ DEL GIL 12,305000,5
Chalet,Diseminat Afores 16,750000,5
Piso,ESTACIO 12,58000,3
Duplex,DEL MONTSEC 7,191500,3
Piso,VERGE DE MONTSERRAT 15,97000,3
Piso,Mariola,83500,3
Casa Rural,La Bordeta,730000,6
Piso,Mariola,81000,2
Chalet,Rossello,147500,4
Piso,Cappont,164000,2
Chalet,Ciutat Jardí,369500,5
Piso,Calle del Mestre Tàpies,157999,3
Piso,Calle del Mestre Tàpies,142999,3
Piso,Calle Mestre Emili Pujol 5,73500,2
Piso,Calle del Mestre Tàpies,120999,3
Piso,Calle del Mestre Tàpies,129999,3
Chalet,Calle Hont 14,675000,3
Piso,Calle del Mestre Tàpies,170999,3
Ag. Bagergue,873610977,Calle Lagoarto,Ag. Bagergue
Piso,Calle Corts catalanes 21,165000,3
Piso,Calle Manuel Gaya i Tomàs,175000,4
Piso,Calle Corts catalanes 21,138000,3
Piso,ciutat de fraga 20,218500,7
Piso,Calle Corts catalanes 21,140000,3
Piso,Carrer de Manuel Carrasco i Formiguera s/n,166000,2
Piso,Carrer de Manuel Carrasco i Formiguera s/n,166000,2
Piso,Instituts,230000,4
Piso,Avgd. Garrigues,85000,4
Chalet,Calle l'Obaga,54000,4
Piso,Avgd. Garrigues,85000,4
Piso,Paseo d'urgell,85000,2
Piso,Sudanell,95000,3
Chalet,Calle Carrèr Sant Antòni 3,525000,3
Piso,Carretera de Bagergue s/n,685000,4
Chalet,Pleta de Nhèu 40,1250000,4
