Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle de la Parra 2,190000,5
Chalet,Urbanization Aguanaces,375000,4
Casa Rural,Mirambel,375000,6
Piso,Avenida de América 7,175000,4
Chalet,poligono 12 109,69000,3
Chalet,Calle Reja s/n,148000,3
Chalet,Calle Ferrando 18,59000,5
Chalet,Calle San José 13,118000,2
Chalet,Calle Parra 14,145000,8
Piso,Calle Albalate,135000,5
Chalet,Calle San José 12,39000,4
Piso,Calle Vallado,75000,3
Chalet,Calle la Iglesia,85000,3
Piso,Carretera Andorra 1,110000,4
Piso,Calle Ramón y Cajal 17,155000,1
Casa Rural,Samper de Calanda,370000,5
Casa Rural,Calle San Ramón,35000,3
Piso,Calle Tomás Nougués 1,135000,4
Piso,Calle Tomás Nougués 1,155000,4
Piso,Avenida América,220000,4
Ático,Calle Nueva 4,139000,1
Piso,Albarracin 5,110000,3
Duplex,Calle Ramón y Cajal 17,265000,4
Chalet,Calle Arrabal,59807,3
Duplex,Calle Iglesia,99000,3
Chalet,Camino San Miguel 5,194000,4
Casa Rural,Calle Fuenhonda,130000,3
Piso,Calle Doctor Gómez Ferrer,123000,3
Casa Rural,Castellote,275000,16
Piso,Valdelinares,70000,1
Chalet,Calle Alta,55000,6
Chalet,Calle Sepulcro,110000,4
Chalet,Cucalon,45000,4
Chalet,calvo sotelo s/n,145000,5
Piso,San Agustin,85000,3
Chalet,Poligono 37 parcela 12,850000,7
Chalet,Hijar,362500,9
Casa Rural,Beceite,450000,1
Ático,Avenida VALENCIA 22,85000,1
Casa Rural,Albentosa,35000,4
Casa Rural,Monterde de Albarracín,98000,3
Piso,San León - El Carmen,89000,3
Casa Rural,San Agustin,67500,2
Piso,Centro,155000,4
Chalet,CRTA. CASTRALVO s/n SN,695000,8
Casa Rural,La Puebla de Valverde,50000,6
Piso,Avenida de Sagunto,245000,3
Chalet,Nogueruelas,980000,7
Chalet,Calle Rociadero,12000,4
Piso,Calle Cañadizos,79000,2
Piso,Carrel - San Julián - Arrabal,166000,3
Piso,Calle Iglesia,53000,2
Casa Rural,Virgen del Pilar 1 nmero,142439,9
Casa Rural,Mora de Rubielos,1400000,6
Piso,Calle Arrabal 1,83000,1
Piso,Mesón de Játiva 15,41100,2
Piso,Calle Arrabal s/n na,59000,1
Chalet,Calle Talega,36000,4
Duplex,Albalate,135000,5
Piso,Carretera Alcañiz 6,185000,5
