Tipo de inmueble,Dirección,Precio,Habitaciones
Piso,Calle Nicomedes Pastor Díaz,209000,4
Piso,Calle Serra de Ancares 6,122000,3
Duplex,Avenida de Magoi 1,286000,4
Piso,Calle das Fontes,240000,4
Piso,Calle do Camiño Real,127000,2
Piso,Plaza Conde de Fontao,197000,3
Piso,Avenida de A Coruña - Paradai,129000,2
Chalet,O Corgo,250000,6
Piso,Calle Castelao,259000,4
Piso,Calle Nicomedes Pastor Díaz,209000,3
Piso,Calle Monte Pena Maior,145000,2
Piso,Calle Calzada da Ponte,139900,2
Piso,Calle Concepción Arenal,165000,4
Piso,Avenida Ramón Ferreiro,298000,3
Piso,Camino de Pipin,93000,4
Piso,Ronda das Fontiñas,155000,3
Piso,Calzada das Gándaras,120000,3
Piso,Calle San Roque,180000,2
Piso,Calle San Roque,349000,4
Piso,Avenida de la Coruña,99000,4
Piso,Calle Montero Ríos,119000,3
Piso,Plaza campo castillo,449900,3
Piso,Calle Alcalde Manuel Portela,107000,2
Piso,Calle Dona Urraca,169000,3
Duplex,Calle do Dolmen,175000,5
Piso,Avenida Fontiñas,110000,3
Chalet,Friol,599000,4
Piso,Calle Ramón González,130000,3
Piso,Calle Río Chamoso,54000,3
Piso,Calle Castelao s/n,185000,3
Piso,Plaza de Ferrol,395000,3
Chalet,Panton,525000,5
Ático,Calle Conde Pallares,515000,3
Chalet,fondon 12,1000000,8
Piso,doctor fleming,200000,5
Duplex,Ronda da Muralla,275000,4
Piso,Calle ARMANYÁ,270000,4
Piso,PINTOR CORREDOIRA,175000,4
Piso,Calle ARMANYÁ,240000,2
Piso,Calle ARMANYÁ,450000,8
Piso,Calle ARMANYÁ,270000,4
Piso,Calle Castelao,118000,3
Piso,Calle Marina Española,169000,5
Casa Rural,Plaza da Constitución,75000,4
Piso,Calle Pintor Corredoira,175000,4
Piso,Ronda das Fontiñas,125000,3
Piso,Calle San Roque,349000,4
Piso,Calle Catasol,95000,4
Piso,Calle do Prado,108000,4
Piso,Avenida de A Coruña,198000,3
Piso,Avenida Ramón Ferreiro,425000,5
Piso,Calle da Pravia,70000,4
Piso,Avenida Breogán,129000,3
Piso,Calle Nicomedes Pastor Díaz,209000,4
Chalet,Carretera Praia San Miguel,260000,5
Chalet,Camino Pampillosa,450000,4
Chalet,Calexón Pai Sarmiento,180000,4
Piso,zona ramon ferreiro s/n,175000,3
Piso,Calle San Roque,149000,2
Piso,Calle Marina Española,77000,3
Duplex,Calle Calzada da Ponte s/n,139900,2
Piso,Avenida de Garabolos s/n,98000,2
Casa Rural,LU-P-5204 9,75000,1
Piso,Avenida do Doutor García Portela,298000,4
Piso,Calle Amizade,74000,4
