Tipo de inmueble,Dirección,Precio,Habitaciones
Ático,Calle de Barcelona 98,365000,5.0
Piso,Plaza de Venus 2,165000,3.0
Piso,Calle de la Muntanya 5,147000,2.0
Piso,Calle de Cambrils 22,199000,3.0
Piso,Paseo de Miramar 10,229000,2.0
Ático,Calle de Tarragona,390000,4.0
Piso,Paseo de Jaume I 35,240000,2.0
Chalet,Foixarda s/n,1680000,4.0
Duplex,Calle Ebre,340000,3.0
Piso,Calle Major 23,160000,3.0
Piso,Calle Canigó 11,210000,2.0
Chalet,barrio Vilafortuny,1375000,5.0
Chalet,barrio Mar Cambrils,1300000,4.0
Chalet,barrio Els Ametllers,785000,4.0
Piso,Calle del Nord 12,119000,1.0
Piso,Calle de la Cala Morisca 5,220000,2.0
Piso,Calle de Lleida 16,155000,1.0
Piso,Calle de Colón 15,290000,2.0
Piso,Calle de Domènec Sugrañes i Gras 13,199000,2.0
Piso,Calle de París,176000,1.0
Chalet,Urbanitzacions de Llevant,750000,4.0
Piso,Calle del Roine 1,374000,4.0
Piso,Calle de l'Esparver,215000,3.0
Chalet,Calle Castell de Siurana,288000,4.0
Piso,Calle de l'Arquitecte Ubach,254500,3.0
Piso,Calle de Cambrils,160000,3.0
Piso,Calle de Mont-roig,195000,2.0
Piso,Calle de la Costa Daurada 5,142000,2.0
Piso,Calle la Garrotxa,175000,3.0
Duplex,Els Munts,650000,5.0
Piso,Calle de les Balears,166000,2.0
Ático,Paseo Marítim de Sant Joan de Déu 55,319000,3.0
Piso,Plaza de Celdoni Vilà i Torroja,225000,3.0
Chalet,Camino de Riudoms,280000,6.0
Piso,Calle de Jaume I,122000,3.0
Piso,Calle dels Caputxins,175000,3.0
Ático,Hermen Cortasa,166500,3.0
Piso,Tarragona,130000,2.0
Piso,Tarragona,130000,2.0
Piso,Tramuntana 6,245000,3.0
Piso,Avenida de la Cossetània,485000,3.0
Piso,Calle de Cristòfor Colom,160000,2.0
Chalet,barrio Els Ametllers,1675000,5.0
Chalet,Urbanitzacions de Llevant,845000,7.0
Chalet,barrio Vilafortuny,3995000,5.0
Chalet,Urbanitzacions de Llevant,1465000,4.0
Chalet,barrio Vilafortuny platja,1295000,3.0
Chalet,Casalot,765000,4.0
Piso,Paseo Marítim de Sant Joan de Déu,205000,2.0
Piso,Avenida de la Cossetània 25,313000,3.0
Piso,Avenida Pintor Tapiró 4,190000,4.0
Chalet,Conflent,420000,5.0
Chalet,Calle Alt del Carme,284000,12.0
Piso,C. Hort del Nap,165000,3.0
Piso,Avenida de la Llosa 8,365000,3.0
Chalet,Calle de la Marinada,269000,4.0
Piso,Calle Josep Anselm Clavé,185000,3.0
Piso,Calle de Sant Adrià,150000,3.0
Piso,Via Roma,175000,4.0
Chalet,Mas Mel - Bellamar,280000,3.0
Piso,Salou de Llevant,360000,3.0
Chalet,Calle de Cebrià de Montoliu,625000,4.0
Chalet,Calle de les Flors,320000,5.0
Duplex,Tràngol,580000,4.0
Chalet,Residencial,315000,4.0
Piso,Can Toni,149900,2.0
Chalet,Coma-Ruga,235000,3.0
Chalet,Els Masos,199900,3.0
Chalet,Mas Mel - Bellamar,499000,5.0
Casa Rural,Centre,1000000,3.0
Piso,Calle de Domènec Sugrañes i Gras 13,199000,2.0
Piso,Calle Llevant,159000,2.0
Piso,Calle de Josep Carner,210000,3.0
