Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101518658,Piso en Calle de la Parra 2,Piso,"Vivienda Reformada (para entrar a vivir) amplia soleada y muy luminosa en pleno Centro Histórico. Cuarta Planta de altura con vistas despejadas. Ocupa la totalidad de la planta del edificio (1 vivienda por planta) en esquina (fachada a dos calles y placita). Abre Seis amplias ventanas a la calle Cuatro Balcones-terraza y una Terraza cerrada. Las Ventanas están cambiadas. El Edificio dispone de ascensor. Como anexo un Trastero en el mismo edificio con posibilidad de Garaje en el aparcamiento de la Plaza de San Juan. La Vivienda se distribuye en un amplio Salón Comedor (con dos ventanas y salida a Terraza cubierta) + Cocina espaciosa cuadrada y con Terraza cerrada + 5 Dormitorios 1 de ellos se utiliza ahora como despacho salita (cada dormitorio tiene ventana y salida a un balcón terraza propio) + 2 Baños. Una Oportunidad en zona por el estado del inmueble y su exclusividad. Disponibilidad inmediata.",978140185,Calle de la Parra 2,190000,5
100852066,Casa independiente en Urbanization Aguanaces,Chalet,"CHALET INDIVIDUAL en parcela de 5.000m2 (Urbanización AGUANACES - Ctra. de Valencia - 6 minutos en coche a Teruel). Unifamiliar en buen estado para entrar sin reforma. Inscrito en el Registro de la Propiedad. Calefacción con Caldera Gasoil. La edificación se desarrolla en dos plantas aprovechando la Orografía del terreno. En PLANTA PRIMERA accedemos a través de escaleras y Porche delantero (Orientado al Sur) Vestíbulo de entrada (desde el que podemos bajar a la planta inferior) + 1 Baño completo + 4 Dormitorios dobles (el Dormitorio Principal con acceso a terraza - Sur-) + Salón Comedor amplio y espacioso ( con Chimenea de Obra y Ventanales al Sur y Este) + Cocina con ventanas doble orientación. PLANTA BAJA - SEMISÓTANO accedemos a través de escalera interior que parte desde el Vestíbulo de la casa bajando llegamos a una amplia Zona diáfana con Cocina de Verano Aseo y Garaje + Cuarto de Caldera + Habitación de uso múltiple + Salón - Comedor con Chimenea de Obra (especial reuniones y festines! ). Desde esta planta salimos por la puerta de la Cochera al lateral del Chalet donde tenemos la Barbacoa (de Obra) y la bajada al Camino Trasero de la Parcela (por la parte trasera de la Parcela -que abre puerta a camino- llegamos a las Piscinas de Fuentecerrada en 7 minutos andando). En la zona exterior la Parcela dispone de Trastero para útiles y aperos de jardín + Perrera + Fuente decorativa de obra + Pozo + Zona vallada de frutales + Construcción Uso múltiple. Vivienda muy luminosa y Soleada. Oportunidad en Zona!",978140185,Urbanization Aguanaces,375000,4
97409683,Caserón,Casa Rural,"Casa con encanto en el Maestrazgo Turolense. Totalmente rehabilitada y con magníficas vistas a las montañas.  Formada por tres edificios contiguos actualmente integrados aunque sus tres tejados -dos de nueva factura y otro restaurado- y los gruesos muros de carga permiten identificar todavía su origen. En total suman 541 metros cuadrados distribuidos en cuatro plantas y una terraza con vistas a las preciosas montañas de la comarca del Maestrazgo. En un pequeño pueblo de origen medieval donde la mayor parte de las casas están construidas muralla adentro y muchas han heredado el nombre propio de las familias que las habitaron encontramos esta encantadora casa próxima al antiguo castillo de los templarios cuya historia se remonta unos 300 años. La zona está llena de singularidades que te encantará descubrir.  La planta baja-sótano debido al desnivel en esta parte del pueblo hace que tenga ventanas en su totalidad. Actualmente en esta planta existe un amplio garaje que también sirve de leñera taller y pequeño almacén. Además hay un lavadero una bodega sala de billar dos habitaciones y un aseo. Desde esta planta se accede por dos puertas distintas a la terraza ajardinada desde la que se contemplan las montañas. En la zona de la bodega que conserva el empedrado tradicional de las entradas de las casas aragonesas una puerta rústica de dos hojas horizontales da salida a la calle lateral. Y en este mismo espacio una escalera ascendente nos comunica con la planta baja. La planta baja tiene acceso directo desde la calle delantera a través de una puerta con cuatro escalones de piedra. Nada más entrar se abre un espacioso recibidor desde el que parte una escalera que lleva a la planta superior. Una puerta doble da paso a un gran salón con chimenea de 40m2. En uno de sus lados encontramos la sala de estar con suelo de tarima de roble y dos balcones. Y al otro lado y a través de un arco apuntado de ladrillo estilo mudéjar se accede al comedor que dispone de una estufa de hierro forjado y un amplio balcón doble desde el cual se contemplan los prados y los encinares de las montañas. El comedor a su vez se comunica con la cocina y con la despensa. Desde la cocina se accede a un baño completo con una antigua bañera de hierro restaurada que da servicio a esta planta. En la primera planta se ubican los dormitorios y la biblioteca. Una estancia de unos 45m2 que puede dedicarse perfectamente a despacho biblioteca o sala de juegos y comunica a los cuatro dormitorios y dos baños completos con ducha. Uno de los dormitorios tiene 25m2 techo a dos aguas de vigas de madera vestidor baño y estufa de hierro fundido y se abre a la naturaleza a través de un amplio balcón doble. Otra de las cuatro habitaciones también con vigas vistas y suelo de tarima de roble se ilumina a través de otros dos balcones con vistas a la Ermita de San Roque y a las montañas.  Una escalera nos lleva a la buhardilla de 90m2 actualmente sin uso y que conserva su suelo tradicional de cemento corrido y vigas vistas La casa goza de total privacidad y está completamente equipada con los electrodomésticos habituales cuenta con caldera de gas butano para el agua caliente y calefacción eléctrica por radiadores eficientes además de tres estufas de hierro fundido. La instalación eléctrica se realizó reproduciendo el estilo tradicional de cordón visto e interruptores de cerámica. Existen cuatro puntos de antena de televisión y goza de buena conexión internet móvil.  Toda la carpintería exterior fue renovada completamente y cuenta con cristal climalit con cámara. Los suelos son de piedra gres baldosas de barro cocido antiguas moqueta y tarima de roble. El pueblo fue restaurado integralmente soterrando el tendido eléctrico y recuperando las fachadas de piedra lo que le ha valido el premio Europa Nostra y cuenta con variedad de servicios.  Una casa para los sentidos para di.",919389017,Mirambel,375000,6
101028194,Piso en Avenida de América 7,Piso,"Vivienda en Planta Baja con Sol Directo y Vista despejada (orientada al Oeste). Múltiples posibilidades Válida para Vivienda Oficina Clínica,.. . Única Planta baja en zona! . El Inmueble se encuentra integrado en el edificio Tamanaco en la Calle más demandada del Ensanche. La Comunidad dispone de Servicio de Conserjería. Junto con la Vivienda se vende una plaza amplia de Aparcamiento y un Trastero. El Inmueble se distribuye en Salón Comedor cuadrado y amplio con dos ventanales + Cocina espaciosa con Despensa y Terraza Tendedero + 4 Dormitorios + 2 Baños. Oportunidad de adaptarlo a tus necesidades.",978140185,Avenida de América 7,175000,4
95980481,Chalet adosado en poligono 12 109,Chalet,"CASA DE PUEBLO EN LA VIRGEN DE LA VEGA junto a la urbanización El Solano de la Vega y a escasos 10 minutos de la estación de esquí de Valdelinares. La propiedad se encuentra en un gran punto en este precioso rincón de la Sierra de Gúdar frente al campo de golf municipal "Los Castillejos" a escasos minutos de las pistas de esquí de Valdelinares y a 3 Km de el pueblo de Alcalá de la Selva. La propiedad se encuentra para rehabilitar pudiendo construir varias viviendas independientes con terrazas y jardín. Ideal para inversión o construir una gran vivienda en un emplazamiento único La Virgen de la Vega se encuentra a 3 kilómetros de Alcalá de la Selva que es el municipio del que depende es considerado como un barrio residencial orientado principalmente al turismo y a los esquiadores que disfrutan de las pistas de esquí Valdelinares está situado a 1396 metros de altura. La zona es ideal pues podemos disfrutar de todas las estaciones del año así como de todo tipo de actividades relacionadas con la aventura y la alta montaña Alberga buenos restaurantes hoteles alquiler de material de esquí apartamentos y bungalows que se encuentran distribuidos a lo largo de la carretera de acceso a las pistas. Es un precioso valle con altísimos chopos que te acompañan en el viaje fuentes y granjas también allí se localiza la Iglesia de la Virgen de la Vega un preciosos santuario barroco del siglo XVIII con una valiosa imágen románica de la Virgen de la Vega. Tus objetivos son nuestra prioridad. Nuestro éxito será tu confianza. ART Inmobiliaria - San Antonio de Benagéber (Valencia). Ofrecemos departamento de tramitación (NIE cuenta bancaria etc. ) para nuestros clientes extranjeros que desean comprar vivienda en España. WE SPEAK ENGLISH: If you need further information please contact us. NOUS PARLONS FRANÇAIS: Pour plus d´information contactez-nous.",960378968,poligono 12 109,69000,3
100475212,Casa independiente en Calle Reja s/n,Chalet,"Apartamento de lujo en la Comarca del Matarraña en la población de la Fresneda calle Reja.  Sobre edificios de 500 años de historia 151 m² construidos unos 136 m² útiles.  El edificio ha sido rehabilitado de forma integral y se trata de un apartamento rehabilitado por completo abarcando la renovación de la estructura instalaciones acabados y carpinterías y dónde destaca una columna con capitel tallada en piedra y elementos de interés turístico.  En la planta baja encontramos sala de estar y un dormitorio con baño en la planta calle salón-cocina-comedor y dormitorio con baño y en planta primera habitación con baño.  Altas calidades de construcción reforma y rehabilitación.  Calefacción por sistema pellet.  Totalmente amueblado y equipado con puertas y ventanas de madera suelo pulidos y de gres con aislamientos de la humedad.  Para disfrutar en tu tiempo libre o para alquiler vacacional ven a verlo con nosotros.",876210884,Calle Reja s/n,148000,3
101572258,Casa independiente en Calle Ferrando 18,Chalet,"En la comarca de Matarraña en la población de Valjunquera provincia de Teruel de algo más de 300 habitantes 162 km a Teruel y 122 a Zaragoza dentro de la comunidad autónoma de Aragón. Se vende vivienda casa de pueblo rehabilitada para entrar a vivir unos 162 m² construidos y unos 145 m² útiles distribuidos de la siguiente manera: Planta baja: Baño completo amplio hall de entrada trastero aprovechando el hueco de la escalera taller o almacén lavadero y bodega en sótano. Planta primera: Salón dos alcobas (se puede ampliar al salón) y cocina amueblada y equipada. Planta segunda: tres amplias habitaciones y otro baño completo. Planta ático: amplia terraza de 18 m² y un trastero de unos 8 m². Zona turística declarada entre distintas localidades como Valderrobres La Fresneda y otros no deje de venir a verla.",876210884,Calle Ferrando 18,59000,5
100473132,Casa independiente en Calle San José 13,Chalet,"Apartamento de lujo en la Comarca del Matarraña en la población de la Fresneda calle San José.  Sobre edificios de 500 años de historia 118 m² construidos unos 100 m² útiles.  Ha sido rehabilitado de forma integral y con mucho mimo habiéndose puesto en valor aquellos elementos históricos y de interés como los arcos ojivales de la planta baja y un trujal un arco de medio punto con símbolo tallado en piedra que ya poseía el edificio y que se hallaban ocultos.  En la primera planta encontramos salón-cocina y bodega que hace de dormitorio complementario y en la segunda un dormitorio con baño.  Altas calidades de construcción reforma y rehabilitación.  Totalmente amueblado y equipado con puertas y ventanas de madera suelo pulidos y de gres con aislamientos de la humedad.  Para disfrutar en tu tiempo libre o para alquiler vacacional ven a verlo con nosotros.",876210884,Calle San José 13,118000,2
100550296,Casa independiente en Calle Parra 14,Chalet,"Zona Matarraña en la localidad de Monroyo provincia de Teruel antiguo caserón junto al Ayuntamiento 141 m² de parcela con 532 m² útiles construidos. Ideal para hacer un hostal casa rural apartamentos rurales o como viviendas pueden salir dos ya que tiene acceso a dos calles y se puede dividir. Para rehabilitar completo con muchas posibilidades y ubicado en un lugar precioso con gran interés turístico. No deje de preguntarnos y venir a verla.",876210884,Calle Parra 14,145000,8
94880041,Piso en Calle Albalate,Piso,"¿Deseas hacer de la casa de tus sueños una realidad? ¡Esta es tu oportunidad! Te ofrecemos en exclusiva esta magnífica vivienda en edificio residencial con ascensor que puedes adquirir en propiedad. Tiene una superficie de 147m² bien distribuidos en 5 dormitorios con armarios empotrados y ventanas climalit 2 baños salón comedor calefacción cocina independiente y suelo de gres. Además dispone de una amplia terraza en la planta superior y como anejo inseparable una plaza de garaje y un trastero. Está ubicado en la localidad de Andorra provincia de Teruel en una zona que ofrece una gran variedad de servicios y comodidades y muy próxima a las carreteras A-1402 y A-223. Encontrarás todo lo que necesitas a poca distancia de la vivienda: supermercados colegios restaurantes transporte público comercios espacios deportivos colegios centro asistencial iglesia espacios lúdicos y zonas verdes. En conclusión la ubicación de esta vivienda es perfecta para aquellos que buscan un estilo de vida tranquilo sin renunciar a la proximidad a la ciudad. Decídete antes del 1 de octubre de 2023 y te beneficiarás de descuentos especiales en la compra de tu nueva vivienda: te pagamos los gastos de notaría y registro y te aplicamos un descuento familiar adicional: 2000 € si tienes 1 hijo 3.000 € si tienes 2 hijos y 5.000 € si tienes 3 o más. ¿Eres inversor? Aprovecha esta magnífica oportunidad si compras antes del 1 de octubre 2023: descuento del 10% por la compra de una segunda vivienda en este edificio y un 15% de descuento en la compra de la tercera vivienda. No dudes en ponerte en contacto con nosotros. Visita sin compromiso sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte.",919380558,Calle Albalate,135000,5
